Origin State,Origin County,Destination CTFIPS,Destination State,Destination County,Year,Movements,25th Percentile (minutes),50th Percentile (minutes),75th Percentile (minutes)
TX,Houston,17087,IL,Johnson,2023,<1K,1327.78,1506.83,2771.05
TX,Houston,17091,IL,Kankakee,2023,<1K,1679.67,2351.63,3130.08
TX,Houston,17099,IL,LaSalle,2023,<1K,2597.67,3401.27,5925.25
TX,Houston,17107,IL,Logan,2023,<1K,1612.88,2621.2,3831.73
TX,Houston,17113,IL,McLean,2023,<1K,1989.28,2817.93,4399.8
TX,Houston,17117,IL,Macoupin,2023,<1K,1455.0,2428.08,3258.75
TX,Houston,17119,IL,Madison,2023,<1K,1624.12,2574.9,4019.9
TX,Houston,17121,IL,Marion,2023,<1K,1409.78,1645.0,2823.8
TX,Houston,17133,IL,Monroe,2023,<1K,1419.67,1794.97,2859.03
TX,Houston,17135,IL,Montgomery,2023,<1K,1476.3,2196.32,3090.43
TX,Houston,17153,IL,Pulaski,2023,<1K,1283.17,1449.05,2386.62
TX,Houston,17163,IL,St. Clair,2023,<1K,1612.22,2595.08,4083.92
TX,Houston,17167,IL,Sangamon,2023,<1K,1536.15,2591.2,3673.48
TX,Houston,17173,IL,Shelby,2023,<1K,1507.57,2135.0,3256.07
TX,Houston,17181,IL,Union,2023,<1K,1303.57,1464.97,2475.37
TX,Houston,17197,IL,Will,2023,<1K,2079.0,2658.07,4372.32
TX,Houston,17199,IL,Williamson,2023,<1K,1334.77,1534.8,2754.6
TX,Houston,18003,IN,Allen,2023,<1K,2233.93,2670.1,3664.58
TX,Houston,18019,IN,Clark,2023,<1K,2351.58,3003.4,5634.58
TX,Houston,18021,IN,Clay,2023,<1K,1608.75,2410.0,3651.67
TX,Houston,18035,IN,Delaware,2023,<1K,1755.08,2513.63,3540.02
TX,Houston,18053,IN,Grant,2023,<1K,1857.4,2548.15,3531.78
TX,Houston,18057,IN,Hamilton,2023,<1K,1739.62,2529.88,3777.32
TX,Houston,18059,IN,Hancock,2023,<1K,2412.67,3398.78,4500.18
TX,Houston,18063,IN,Hendricks,2023,<1K,1706.27,2504.52,3821.07
TX,Houston,18065,IN,Henry,2023,<1K,2429.68,3450.0,4543.62
TX,Houston,18069,IN,Huntington,2023,<1K,1843.2,2580.0,3550.8
TX,Houston,18089,IN,Lake,2023,<1K,2326.37,3339.88,5925.0
TX,Houston,18091,IN,LaPorte,2023,<1K,2358.78,3267.35,5955.0
TX,Houston,18095,IN,Madison,2023,<1K,1718.67,2468.12,3590.03
TX,Houston,18097,IN,Marion,2023,<1K,1912.92,2692.48,4029.9
TX,Houston,18109,IN,Morgan,2023,<1K,1651.93,2453.9,3672.42
TX,Houston,18127,IN,Porter,2023,<1K,2348.42,3210.08,5880.88
TX,Houston,18133,IN,Putnam,2023,<1K,1643.97,2445.95,3683.43
TX,Houston,18167,IN,Vigo,2023,<1K,1579.25,2360.48,3558.18
TX,Houston,18177,IN,Wayne,2023,<1K,2518.43,3524.05,5517.75
TX,Houston,18179,IN,Wells,2023,<1K,1850.0,2537.45,3273.78
TX,Houston,19039,IA,Clarke,2023,<1K,1609.03,2289.33,3045.9
TX,Houston,19053,IA,Decatur,2023,<1K,1559.37,2205.02,2983.47
TX,Houston,19071,IA,Fremont,2023,<1K,1532.15,1919.32,2895.83
TX,Houston,19129,IA,Mills,2023,<1K,1551.13,1938.53,2861.07
TX,Houston,19153,IA,Polk,2023,<1K,1874.98,2791.58,4480.0
TX,Houston,19155,IA,Pottawattamie,2023,<1K,1749.43,2686.8,3938.33
TX,Houston,19181,IA,Warren,2023,<1K,1644.23,2550.0,3720.07
TX,Houston,20015,KS,Butler,2023,<1K,1380.07,2254.75,3912.0
TX,Houston,20017,KS,Chase,2023,<1K,1445.38,2298.35,3951.8
TX,Houston,20029,KS,Cloud,2023,<1K,1335.08,1560.08,2685.1
TX,Houston,20031,KS,Coffey,2023,<1K,1345.67,1725.0,3497.67
TX,Houston,20053,KS,Ellsworth,2023,<1K,1029.7,1379.48,2934.37
TX,Houston,20079,KS,Harvey,2023,<1K,971.42,1349.43,2423.88
TX,Houston,20091,KS,Johnson,2023,<1K,1482.0,2425.0,3812.93
TX,Houston,20111,KS,Lyon,2023,<1K,1484.98,2358.27,3976.07
TX,Houston,20113,KS,McPherson,2023,<1K,1008.2,1357.63,2197.57
TX,Houston,20121,KS,Miami,2023,<1K,1416.4,2090.0,3068.28
TX,Houston,20125,KS,Montgomery,2023,<1K,1183.38,1456.3,2673.07
TX,Houston,20139,KS,Osage,2023,<1K,1386.23,1950.0,3098.92
TX,Houston,20143,KS,Ottawa,2023,<1K,1320.0,1523.57,2370.07
TX,Houston,20157,KS,Republic,2023,<1K,1350.1,1589.68,2656.4
TX,Houston,20169,KS,Saline,2023,<1K,1078.32,1431.47,2687.62
TX,Houston,20173,KS,Sedgwick,2023,<1K,1170.0,1456.75,2760.15
TX,Houston,20177,KS,Shawnee,2023,<1K,1390.68,1874.67,3591.37
TX,Houston,20191,KS,Sumner,2023,<1K,1129.92,1407.5,2620.07
TX,Houston,20209,KS,Wyandotte,2023,<1K,1677.82,2672.28,4237.95
TX,Houston,21009,KY,Barren,2023,<1K,1564.2,2087.32,3482.33
TX,Houston,21015,KY,Boone,2023,<1K,2085.08,2659.65,4485.0
TX,Houston,21029,KY,Bullitt,2023,<1K,1728.07,2325.1,3543.63
TX,Houston,21033,KY,Caldwell,2023,<1K,1442.85,2319.68,3767.73
TX,Houston,21041,KY,Carroll,2023,<1K,1950.1,2508.28,3262.43
TX,Houston,21061,KY,Edmonson,2023,<1K,1601.3,2167.2,3694.45
TX,Houston,21067,KY,Fayette,2023,<1K,1970.68,3434.5,7229.7
TX,Houston,21075,KY,Fulton,2023,<1K,1318.35,1494.17,2391.72
TX,Houston,21077,KY,Gallatin,2023,<1K,1960.63,2501.57,3231.43
TX,Houston,21083,KY,Graves,2023,<1K,1326.35,1539.75,2520.08
TX,Houston,21093,KY,Hardin,2023,<1K,1585.27,2200.15,3127.27
TX,Houston,21099,KY,Hart,2023,<1K,1590.08,2195.1,3645.0
TX,Houston,21103,KY,Henry,2023,<1K,1865.07,2439.5,3374.67
TX,Houston,21105,KY,Hickman,2023,<1K,1318.05,1481.8,2251.2
TX,Houston,21107,KY,Hopkins,2023,<1K,1418.6,1692.58,2861.43
TX,Houston,21111,KY,Jefferson,2023,<1K,1867.72,2457.25,3727.52
TX,Houston,21117,KY,Kenton,2023,<1K,2189.98,2741.82,4500.0
TX,Houston,21123,KY,Larue,2023,<1K,1665.0,2338.92,3511.35
TX,Houston,21139,KY,Livingston,2023,<1K,1405.82,2294.8,3602.08
TX,Houston,21143,KY,Lyon,2023,<1K,1425.08,2443.25,3868.82
TX,Houston,21157,KY,Marshall,2023,<1K,1392.4,2103.75,3959.37
TX,Houston,21185,KY,Oldham,2023,<1K,1830.62,2374.02,3217.87
TX,Houston,21213,KY,Simpson,2023,<1K,1502.18,1940.27,3550.37
TX,Houston,21227,KY,Warren,2023,<1K,1528.57,2108.05,3630.3
TX,Houston,22001,LA,Acadia,2023,1K-10K,282.55,867.87,1512.0
TX,Houston,22003,LA,Allen,2023,<1K,231.37,548.77,1462.78
TX,Houston,22005,LA,Ascension,2023,<1K,698.23,1170.0,2505.02
TX,Houston,22009,LA,Avoyelles,2023,<1K,930.62,1256.17,1890.0
TX,Houston,22011,LA,Beauregard,2023,1K-10K,118.07,124.65,139.7
TX,Houston,22013,LA,Bienville,2023,1K-10K,198.93,449.17,1115.17
TX,Houston,22015,LA,Bossier,2023,1K-10K,148.98,210.0,877.95
TX,Houston,22017,LA,Caddo,2023,1K-10K,112.77,171.33,935.47
TX,Houston,22019,LA,Calcasieu,2023,1K-10K,176.97,622.22,1445.0
TX,Houston,22021,LA,Caldwell,2023,<1K,901.85,1275.83,1897.95
TX,Houston,22025,LA,Catahoula,2023,<1K,328.37,821.25,1335.23
TX,Houston,22027,LA,Claiborne,2023,<1K,186.3,305.85,862.45
TX,Houston,22029,LA,Concordia,2023,<1K,397.58,895.72,1390.1
TX,Houston,22031,LA,De Soto,2023,1K-10K,90.0,269.5,1210.63
TX,Houston,22033,LA,East Baton Rouge,2023,1K-10K,640.22,1193.78,2325.02
TX,Houston,22039,LA,Evangeline,2023,<1K,346.6,1093.07,1510.83
TX,Houston,22043,LA,Grant,2023,<1K,615.22,1237.83,1917.13
TX,Houston,22047,LA,Iberville,2023,1K-10K,429.92,1050.08,2025.08
TX,Houston,22049,LA,Jackson,2023,<1K,431.97,1025.08,1518.07
TX,Houston,22051,LA,Jefferson,2023,<1K,1070.17,1418.78,3532.92
TX,Houston,22053,LA,Jefferson Davis,2023,1K-10K,255.02,833.58,1493.05
TX,Houston,22055,LA,Lafayette,2023,1K-10K,371.1,1005.0,1750.77
TX,Houston,22059,LA,LaSalle,2023,<1K,384.07,937.98,1394.9
TX,Houston,22061,LA,Lincoln,2023,1K-10K,218.12,506.03,1171.1
TX,Houston,22063,LA,Livingston,2023,<1K,776.27,1305.53,2640.08
TX,Houston,22065,LA,Madison,2023,1K-10K,302.58,867.0,1304.93
TX,Houston,22067,LA,Morehouse,2023,<1K,390.23,1060.67,1580.1
TX,Houston,22069,LA,Natchitoches,2023,1K-10K,142.1,276.87,1208.0
TX,Houston,22071,LA,Orleans,2023,<1K,1095.0,1453.7,3379.97
TX,Houston,22073,LA,Ouachita,2023,1K-10K,243.37,593.48,1207.78
TX,Houston,22077,LA,Pointe Coupee,2023,<1K,893.02,1203.18,2526.77
TX,Houston,22079,LA,Rapides,2023,1K-10K,265.5,943.53,1432.27
TX,Houston,22081,LA,Red River,2023,<1K,129.08,170.2,769.4
TX,Houston,22083,LA,Richland,2023,1K-10K,274.98,748.68,1262.82
TX,Houston,22085,LA,Sabine,2023,1K-10K,79.15,103.35,700.38
TX,Houston,22089,LA,St. Charles,2023,<1K,1025.7,1350.0,3292.18
TX,Houston,22093,LA,St. James,2023,<1K,883.43,1287.87,2906.6
TX,Houston,22095,LA,St. John the Baptist,2023,<1K,962.13,1310.5,3060.08
TX,Houston,22097,LA,St. Landry,2023,<1K,466.22,1151.2,1592.9
TX,Houston,22099,LA,St. Martin,2023,1K-10K,374.62,1004.9,1808.2
TX,Houston,22103,LA,St. Tammany,2023,<1K,978.37,1318.62,2411.23
TX,Houston,22105,LA,Tangipahoa,2023,<1K,918.05,1359.9,2692.72
TX,Houston,22111,LA,Union,2023,<1K,615.0,1204.88,1955.78
TX,Houston,22115,LA,Vernon,2023,<1K,311.3,898.15,1938.92
TX,Houston,22119,LA,Webster,2023,1K-10K,167.62,272.32,982.58
TX,Houston,22121,LA,West Baton Rouge,2023,1K-10K,495.0,1104.02,2075.05
TX,Houston,22127,LA,Winn,2023,<1K,282.63,904.6,1441.63
TX,Houston,24043,MD,Washington,2023,<1K,1891.93,2516.55,3753.73
TX,Houston,26021,MI,Berrien,2023,<1K,2308.63,3041.6,6097.83
TX,Houston,26115,MI,Monroe,2023,<1K,2492.13,2834.17,3919.25
TX,Houston,26159,MI,Van Buren,2023,<1K,2413.38,3511.95,6214.33
TX,Houston,26163,MI,Wayne,2023,<1K,2518.53,2875.5,4020.17
TX,Houston,28001,MS,Adams,2023,<1K,447.48,1067.15,1558.37
TX,Houston,28003,MS,Alcorn,2023,<1K,1409.8,2185.88,3391.48
TX,Houston,28009,MS,Benton,2023,<1K,1582.9,2495.45,3848.67
TX,Houston,28015,MS,Carroll,2023,<1K,1121.17,1676.67,3225.0
TX,Houston,28023,MS,Clarke,2023,<1K,1393.37,1977.18,3920.0
TX,Houston,28029,MS,Copiah,2023,<1K,1269.05,1676.63,3528.45
TX,Houston,28031,MS,Covington,2023,<1K,495.02,1421.77,2401.78
TX,Houston,28033,MS,DeSoto,2023,<1K,1473.57,2276.67,4002.73
TX,Houston,28035,MS,Forrest,2023,<1K,1335.18,1681.5,3030.0
TX,Houston,28037,MS,Franklin,2023,<1K,477.35,1118.53,1643.4
TX,Houston,28043,MS,Grenada,2023,<1K,1395.0,2072.3,3899.97
TX,Houston,28045,MS,Hancock,2023,<1K,783.25,1274.82,2236.47
TX,Houston,28047,MS,Harrison,2023,<1K,1002.43,1338.33,2507.38
TX,Houston,28049,MS,Hinds,2023,1K-10K,396.23,1019.77,1529.27
TX,Houston,28051,MS,Holmes,2023,<1K,1085.3,1646.35,3346.33
TX,Houston,28057,MS,Itawamba,2023,<1K,1865.87,2673.02,4455.17
TX,Houston,28059,MS,Jackson,2023,<1K,1140.0,1457.13,2813.5
TX,Houston,28061,MS,Jasper,2023,<1K,1405.45,1962.22,3900.0
TX,Houston,28067,MS,Jones,2023,<1K,857.72,1523.07,2671.83
TX,Houston,28073,MS,Lamar,2023,<1K,1336.5,1654.27,3150.0
TX,Houston,28075,MS,Lauderdale,2023,1K-10K,714.97,1155.65,1643.3
TX,Houston,28081,MS,Lee,2023,<1K,1633.87,2550.02,4196.95
TX,Houston,28085,MS,Lincoln,2023,<1K,1190.93,1612.83,3198.72
TX,Houston,28087,MS,Lowndes,2023,<1K,1251.52,1635.0,3585.18
TX,Houston,28089,MS,Madison,2023,<1K,1034.9,1528.78,3134.87
TX,Houston,28093,MS,Marshall,2023,<1K,1512.9,2384.73,3808.77
TX,Houston,28097,MS,Montgomery,2023,<1K,1168.67,1714.73,3321.32
TX,Houston,28101,MS,Newton,2023,1K-10K,518.72,1085.78,1466.62
TX,Houston,28107,MS,Panola,2023,<1K,1464.08,2102.32,4230.0
TX,Houston,28109,MS,Pearl River,2023,<1K,1255.43,1595.12,3480.05
TX,Houston,28113,MS,Pike,2023,<1K,1245.95,1682.28,3488.1
TX,Houston,28115,MS,Pontotoc,2023,<1K,1659.13,2458.27,3943.53
TX,Houston,28121,MS,Rankin,2023,1K-10K,420.02,1049.5,1548.32
TX,Houston,28123,MS,Scott,2023,1K-10K,465.0,1051.03,1445.22
TX,Houston,28127,MS,Simpson,2023,<1K,493.95,1453.98,2525.6
TX,Houston,28137,MS,Tate,2023,<1K,1490.08,2238.17,4258.33
TX,Houston,28145,MS,Union,2023,<1K,1800.0,2654.82,4119.65
TX,Houston,28149,MS,Warren,2023,1K-10K,347.2,939.48,1359.58
TX,Houston,28161,MS,Yalobusha,2023,<1K,1434.13,2146.3,3908.02
TX,Houston,28163,MS,Yazoo,2023,<1K,1078.23,1649.33,3455.12
TX,Houston,29011,MO,Barton,2023,<1K,1295.8,1603.27,2589.33
TX,Houston,29013,MO,Bates,2023,<1K,1349.87,1664.98,2661.52
TX,Houston,29021,MO,Buchanan,2023,<1K,1677.32,2621.07,4320.03
TX,Houston,29023,MO,Butler,2023,<1K,1139.98,1260.92,1785.1
TX,Houston,29031,MO,Cape Girardeau,2023,<1K,1511.07,2408.77,3378.2
TX,Houston,29037,MO,Cass,2023,<1K,1396.15,1774.75,2893.6
TX,Houston,29047,MO,Clay,2023,<1K,1480.33,2161.37,3700.0
TX,Houston,29049,MO,Clinton,2023,<1K,1463.17,1955.0,2818.1
TX,Houston,29055,MO,Crawford,2023,<1K,2265.08,2919.03,4665.18
TX,Houston,29061,MO,Daviess,2023,<1K,1504.0,2143.47,3010.27
