OBJECTID,FRAARCID,FRFRANODE,TOFRANODE,STFIPS,CNTYFIPS,STCNTYFIPS,STATEAB,COUNTRY,FRADISTRCT,RROWNER1,RROWNER2,RROWNER3,TRKRGHTS1,TRKRGHTS2,TRKRGHTS3,TRKRGHTS4,TRKRGHTS5,TRKRGHTS6,TRKRGHTS7,TRKRGHTS8,TRKRGHTS9,DIVISION,SUBDIV,BRANCH,YARDNAME,PASSNGR,STRACNET,TRACKS,NET,MILES,KM,TIMEZONE,Shape__Length
104130,423332,378874,378882,48,245,48245,TX,US,5,CPRS,,,,,,,,,,,,,PORT NECHES BRANCH,,,,,0,O,1.1101744795873,1.78665621098937,C,0.0176631060858621
104131,423333,378568,378562,48,245,48245,TX,US,5,UP,,,CPRS,,,,,,,,,GULF COAST,SABINE INDUSTRIAL LEAD,#N\A,,,C,1,I,0.200119810598714,0.322062260592698,C,0.00312439952096854
104132,423334,375885,375861,48,365,48365,TX,US,5,BNSF,,,,,,,,,,,,RED RIVER,LONGVIEW,LONGVW-SILSBEE,,,,1,M,0.183969109015818,0.296070173920301,C,0.00307911398794927
104133,423335,372654,372502,48,071,48071,TX,US,5,UP,,,,,,,,,,,,,CEDAR BAYOU INDUSTRIAL LEAD,,,,,0,O,1.69021169664206,2.7201374929957,C,0.0266910081899064
104134,423336,363756,363761,48,349,48349,TX,US,5,BNSF,,,UP,,,,,,,,,RED RIVER,DFW,TEAGUE-NORTH YD,,,,1,M,0.138647582935121,0.223132101975343,C,0.00231061320947179
104135,423338,352423,352429,48,485,48485,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,,,,0,S,0.0904941226818199,0.14563646464618,C,0.0015072695427686
104136,423339,378138,378150,48,037,48037,TX,US,5,UP,,,,,,,,,,,,,PINE BLUFF,,TEXARKANA,,,0,Y,0.176083650654782,0.283379733438837,C,0.00303813462937462
104176,423382,358313,358566,48,439,48439,TX,US,5,FWWR,TEXR,,,,,,,,,,,,CARROLLTON,,HODGE,,,1,M,0.953619118365192,1.53470427583486,C,0.0159481863479237
104177,423383,358566,358578,48,439,48439,TX,US,5,FWWR,TEXR,,,,,,,,,,,,CARROLLTON,,HODGE,,,1,M,0.139223308284251,0.224058643964698,C,0.00233246305183094
104178,423384,356718,356688,48,061,48061,TX,US,5,BRG,,,,,,,,,,,,,,,,,,0,O,0.310713671941463,0.500046183749329,C,0.00494090664080999
104179,423385,372609,372700,48,167,48167,TX,US,5,TCT,,,,,,,,,,,,,,,,,,0,O,0.603215648490806,0.97078342617164,C,0.00991516994022456
104236,423457,352022,352040,48,029,48029,TX,US,5,UP,,,,,,,,,,,,,LAREDO,,SOUTH SAN ANTONIO,,,0,Y,0.491305977673338,0.790681908696539,C,0.00746225889337153
104237,423458,351990,352017,48,029,48029,TX,US,5,UP,,,,,,,,,,,,,LAREDO,,SOUTH SAN ANTONIO,,,0,Y,0.74232321821156,1.19465580660108,C,0.0113693228622997
104238,423459,351899,351908,48,029,48029,TX,US,5,UP,,,,,,,,,,,,SOUTH TEXAS,LAREDO,#N\A,,,,1,M,0.30144432557241,0.485128586951179,C,0.00467322215210382
104239,423460,355453,355455,48,061,48061,TX,US,5,RVSC,,,UP,,,,,,,,,,SANTA ROSA,,,,,1,I,0.0712432981818761,0.114655203779621,C,0.00105286795261696
104240,423462,377878,377879,48,245,48245,TX,US,5,BNSF,,,CPRS,UP,,,,,,,,,PORT OF BEAUMONT BRANCH,,,,,1,I,0.130245959560708,0.209610972765214,C,0.0019244917505556
104241,423463,370188,370143,48,201,48201,TX,US,5,PTRA,,,BNSF,UP,,,,,,,,,NORTH DISTRICT,,NORTH,,,1,M,0.287476753081714,0.462649913011364,C,0.00428498638619764
104242,423464,370098,370065,48,201,48201,TX,US,5,PTRA,,,,,,,,,,,,,NORTH DISTRICT,,NORTH,,,0,Y,0.0807435495083058,0.129944406828709,C,0.00120625956411981
104243,423465,370055,370064,48,201,48201,TX,US,5,PTRA,,,BNSF,UP,,,,,,,,,NORTH DISTRICT,,BASIN,,,1,M,0.023244138336451,0.0374078893827162,C,0.000350701272785112
104244,423467,363472,363555,48,085,48085,TX,US,5,CPRS,,,,,,,,,,,,,GREENVILLE,,WYLIE,,,0,Y,0.855909516853777,1.37745560040273,C,0.014547356249872
104257,423480,346509,346628,48,375,48375,TX,US,5,BNSF,,,,,,,,,,,,,RED RIVER VALLEY,,AMARILLO,,,0,Y,0.482359061909626,0.776283214696314,C,0.0084934354014743
104258,423482,346825,346834,48,437,48437,TX,US,5,BNSF,,,,,,,,,,,,,PLAINVIEW,,,,,0,O,0.349941720022985,0.563177733824138,C,0.00598469242101852
104259,423483,345366,345373,48,279,48279,TX,US,5,BNSF,,,,,,,,,,,,,SLATON,,,,,0,O,0.188508290683425,0.303375293312212,C,0.00305602251832951
104260,423484,357410,357400,48,251,48251,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,CLEBURNE,,,0,Y,0.247951661059195,0.399040316096282,C,0.00363053104297824
104262,423486,353676,353674,48,215,48215,TX,US,5,RVSC,,,UP,,,,,,,,,#N\A,EDINBURG,#N\A,,,,1,I,0.262667381886772,0.422723020481227,C,0.00382195206063278
104263,423487,352894,352881,48,029,48029,TX,US,5,UP,,,,,,,,,,,,,ROCKPORT,,,,,0,O,0.59583598895586,0.958906991624163,C,0.00920754001099751
104264,423488,363494,363523,48,239,48239,TX,US,5,UP,,,,,,,,,,,,,FORMOSA PLASTICS INDUSTRIAL LEAD,,,,,1,I,0.969040716864436,1.55952298248744,C,0.0143821918173101
104265,423489,363498,363500,48,239,48239,TX,US,5,UP,,,,,,,,,,,,,FORMOSA PLASTICS INDUSTRIAL LEAD,,FORMOSA,,,0,Y,1.28369105850485,2.06590463466769,C,0.0186536802396532
104266,423490,363494,363496,48,239,48239,TX,US,5,UP,,,,,,,,,,,,,FORMOSA PLASTICS INDUSTRIAL LEAD,,FORMOSA,,,1,I,1.49908181442997,2.41254314864828,C,0.0217759086472365
104267,423491,363498,363500,48,239,48239,TX,US,5,UP,,,,,,,,,,,,,FORMOSA PLASTICS INDUSTRIAL LEAD,,FORMOSA,,,0,Y,1.28058883881901,2.06091208604451,C,0.0185956676157093
104268,423492,363494,363496,48,239,48239,TX,US,5,UP,,,,,,,,,,,,,FORMOSA PLASTICS INDUSTRIAL LEAD,,FORMOSA,,,0,Y,1.4985500656471,2.41168738022353,C,0.0217659701038863
104269,423493,363496,363479,48,239,48239,TX,US,5,UP,,,,,,,,,,,,,FORMOSA PLASTICS INDUSTRIAL LEAD,,FORMOSA,,,1,I,0.326831812911306,0.525985869089672,C,0.00500414330905826
104270,423494,363500,363479,48,239,48239,TX,US,5,UP,,,,,,,,,,,,,FORMOSA PLASTICS INDUSTRIAL LEAD,,FORMOSA,,,0,Y,0.345710335417757,0.556367966778489,C,0.00534728079284382
104271,423495,363479,363452,48,239,48239,TX,US,5,UP,,,,,,,,,,,,,FORMOSA PLASTICS INDUSTRIAL LEAD,,FORMOSA,,,1,I,0.457062385999255,0.735572079677744,C,0.00730070039915414
104272,423496,363452,363399,48,239,48239,TX,US,5,UP,,,,,,,,,,,,,FORMOSA PLASTICS INDUSTRIAL LEAD,,,,,0,S,1.2076971574614,1.94360406138568,C,0.0192826932099862
104273,423497,363452,363399,48,239,48239,TX,US,5,UP,,,,,,,,,,,,,FORMOSA PLASTICS INDUSTRIAL LEAD,,,,,1,I,1.19520674991046,1.92350265873322,C,0.0191070382214841
104274,423498,363276,363349,48,239,48239,TX,US,5,UP,,,,,,,,,,,,,FORMOSA PLASTICS INDUSTRIAL LEAD,,,,,0,O,0.845295306289533,1.36037365015252,C,0.0136979298237256
104275,423499,372587,372649,48,071,48071,TX,US,5,UP,,,,,,,,,,,,,CEDAR BAYOU INDUSTRIAL LEAD,,,,,0,O,0.675384067669595,1.0869274708546,C,0.0104568270455068
104276,423500,358521,358554,48,439,48439,TX,US,5,FWWR,,,,,,,,,,,,REDRIVER,EVERMAN INDUSTRIAL LEAD,EVERMAN LEAD,,,,1,I,0.722337001814701,1.16249104483057,C,0.0111282988566014
104277,423501,350323,350324,48,479,48479,TX,US,5,UP,,,,,,,,,,,,,PORT LAREDO,,PORT LAREDO,,,0,Y,0.0250149457646989,0.0402577333922104,C,0.000406733128551533
104278,423502,350322,350323,48,479,48479,TX,US,5,UP,,,,,,,,,,,,,PORT LAREDO,,PORT LAREDO,,,0,Y,0.027236457461583,0.043832917062888,C,0.000442854583066213
104279,423503,350320,350321,48,479,48479,TX,US,5,UP,,,,,,,,,,,,,PORT LAREDO,,PORT LAREDO,,,0,Y,0.0179852548451228,0.028944519862509,C,0.000292434162503856
104280,423504,350320,350378,48,479,48479,TX,US,5,UP,,,,,,,,,,,,,PORT LAREDO,,PORT LAREDO,,,0,Y,0.91481815875245,1.47226005939942,C,0.0149148942236183
104281,423505,350322,350374,48,479,48479,TX,US,5,UP,,,,,,,,,,,,,PORT LAREDO,,PORT LAREDO,,,0,Y,0.844875626874525,1.35969824025324,C,0.0137741558565538
104282,423506,350323,350371,48,479,48479,TX,US,5,UP,,,,,,,,,,,,,PORT LAREDO,,PORT LAREDO,,,0,Y,0.791096895195276,1.27314958800032,C,0.0128974255592428
104283,423507,350324,350369,48,479,48479,TX,US,5,UP,,,,,,,,,,,,,PORT LAREDO,,PORT LAREDO,,,0,Y,0.737083998535439,1.18622408298718,C,0.012017140354235
104284,423508,350325,350362,48,479,48479,TX,US,5,UP,,,,,,,,,,,,,PORT LAREDO,,PORT LAREDO,,,0,Y,0.683526788510175,1.10003193599199,C,0.0111443232443043
104285,423509,350328,350359,48,479,48479,TX,US,5,UP,,,,,,,,,,,,,PORT LAREDO,,PORT LAREDO,,,0,Y,0.624716140720476,1.00538518354202,C,0.0101858237057015
104286,423510,350329,350357,48,479,48479,TX,US,5,UP,,,,,,,,,,,,,PORT LAREDO,,PORT LAREDO,,,0,Y,0.578605347586102,0.931176906859421,C,0.00943389626900392
104287,423511,350331,350355,48,479,48479,TX,US,5,UP,,,,,,,,,,,,,PORT LAREDO,,PORT LAREDO,,,0,Y,0.546756464230073,0.879920995011873,C,0.00891461592736851
104491,423736,346801,346808,48,421,48421,TX,US,5,UP,,,,,,,,,,,,,PRATT,,,,,0,O,0.21560486236008,0.346983085576192,C,0.00356306780663487
104517,423762,339221,339203,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,VALENTINE,,ALFALFA,,,0,Y,0.567977335205025,0.914072744693685,M,0.00911760619665417
104518,423764,339253,339249,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,VALENTINE,,ALFALFA,,,0,Y,0.292441942748475,0.470640627191857,M,0.00456399293770158
104519,423765,346984,346996,48,375,48375,TX,US,5,BNSF,,,UP,,,,,,,,,KANSAS,RED RIVER VALLEY,PULLMN-AMARILLO,,,,1,M,0.24774434509381,0.398706672723998,C,0.00434979897929246
104520,423766,347540,347543,48,233,48233,TX,US,5,PNR,,,,,,,,,,,,EASTERN,BORGER,MAIN,,,,1,M,0.243971950104046,0.392635579339404,C,0.00376156592403187
104521,423767,338991,338986,48,141,48141,TX,US,5,UP,,,BNSF,FXE,,,,,,,,,INTERNATIONAL INDUSTRIAL LEAD,,SOUTH/INTERNATIONAL,,,1,I,0.103480843404729,0.166536607521556,M,0.00165512873577543
104522,423768,339057,339062,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,,,MOPAC,,,0,Y,0.0442725468744433,0.0712499001769044,M,0.000693108740830034
104543,423789,339067,339061,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,TEXOMA,CARRIZOZO,#N\A,DALLAS ST,,,1,M,0.227103804819699,0.365488876641506,M,0.00340836096063143
104544,423790,339077,339098,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,VALENTINE,,DALLAS ST,,S,2,M,0.294377769100238,0.473756043946941,M,0.00484978880906678
104545,423791,339037,339097,48,141,48141,TX,US,5,UP,,,AMTK,BNSF,FXE,,,,,,,,VALENTINE,,DALLAS ST,A,S,2,M,0.707545636225522,1.13868660175893,M,0.0114544258424331
104546,423792,338996,339039,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,LORDSBURG,,DALLAS ST,,,0,Y,0.57222629674504,0.920910799130449,M,0.0092277731119154
104547,423793,339249,339233,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,VALENTINE,,ALFALFA,,,0,Y,0.345847749320896,0.556589113461315,M,0.00543322616767163
104548,423794,339235,339205,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,VALENTINE,,ALFALFA,,,0,Y,0.87384069111726,1.40631308583159,M,0.0137634502853452
104549,423795,339236,339205,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,VALENTINE,,ALFALFA,,,0,Y,0.898545560241237,1.44607179824447,M,0.014153453459608
104550,423796,339233,339211,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,VALENTINE,,ALFALFA,,,0,Y,0.725347021329797,1.1673352113654,M,0.0113495621118781
104551,423797,339233,339224,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,VALENTINE,,ALFALFA,,,0,Y,0.267084685381287,0.429831995574254,M,0.00409763187545763
104552,423798,339249,339221,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,VALENTINE,,ALFALFA,,,0,Y,0.703157242537555,1.13162415258266,M,0.0108914487075635
104553,423799,339224,339221,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,VALENTINE,,ALFALFA,,,0,Y,0.093727255058448,0.150839697244177,M,0.0014180834970053
104554,423800,339224,339211,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,VALENTINE,,ALFALFA,,,0,Y,0.460903708265048,0.741754100982308,M,0.00729383838284906
104555,423801,339211,339203,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,VALENTINE,,ALFALFA,,,0,Y,0.188997024513283,0.304161835741976,M,0.00306612222868111
104556,423802,339203,339189,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,VALENTINE,,ALFALFA,,,0,Y,0.179129441157134,0.288281467912523,M,0.00294385531132103
104557,423803,339205,339198,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,VALENTINE,,ALFALFA,,,0,Y,0.144385970534269,0.232367160097823,M,0.00232827672050384
104558,423804,339147,339144,48,141,48141,TX,US,5,USG,,,UP,,,,,,,,,ARMY,FT. BLISS INDUSTRIAL SPUR,18-35,,,,1,I,0.165075384527017,0.26566361096347,M,0.00261100270516805
104559,423805,339142,339150,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,FT. BLISS INDUSTRIAL SPUR,,,,,0,O,0.36020969184307,0.579702465714426,M,0.00603824227451945
104560,423806,339003,339029,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,LORDSBURG,,DALLAS ST,,,0,Y,0.420743007640731,0.677121589131743,M,0.00679147106607021
104561,423807,339003,339029,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,LORDSBURG,,DALLAS ST,,,0,Y,0.420350792376356,0.676490378586892,M,0.00678585099189226
104562,423808,339000,339035,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,LORDSBURG,,DALLAS ST,,,0,Y,0.51199361230706,0.823975495955684,M,0.0082623217314247
104563,423809,338988,339033,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,LORDSBURG,,DALLAS ST,,,0,Y,0.60337204026363,0.971035114836262,M,0.00975446492386066
104564,423811,339126,339131,48,141,48141,TX,US,5,UP,,,USG,,,,,,,,,TEXOMA,FT. BLISS INDUSTRIAL SPUR,#N\A,,,,1,I,0.14111108704284,0.227096735459344,M,0.00230881419207228
104565,423812,360530,360533,48,287,48287,TX,US,5,AWRR,,,,,,,,,,,,CMTA,GIDDINGS INDUSTRIAL SPUR,GIDDINGS-LLANO,,,,1,I,0.0400005607678293,0.0643747912179239,C,0.000666336912319065
104566,423813,360533,360541,48,287,48287,TX,US,5,AWRR,,,,,,,,,,,,CMTA,GIDDINGS INDUSTRIAL SPUR,GIDDINGS-LLANO,,,,1,I,0.144154744238141,0.231995036701259,C,0.00226060208321681
104567,423814,349897,349942,48,441,48441,TX,US,5,SSC,,,,,,,,,,,,SOUTHERN SWITCHING,SOUTHERN SWITCHING,WICHITA VALLEY,,,,1,M,4.8546950231244,7.81288993307499,C,0.0717525115374703
104568,423815,358220,358071,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,NORTH,,,0,Y,0.916887812615846,1.47559085108814,C,0.0141586834087897
104569,423817,357781,357731,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,SAGINAW,,,0,Y,0.872831818304878,1.40468945917696,C,0.0126958910770328
104570,423818,357762,357715,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,SAGINAW,,,0,Y,0.510457668167903,0.821503628527262,C,0.00742519804937224
104571,423819,357776,357707,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,SAGINAW,,,0,Y,0.324282424430485,0.521883017828691,C,0.00480517292493098
104572,423820,357711,357713,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,SAGINAW,,,0,Y,0.0883418938481158,0.142172781158664,C,0.00128198881385329
104573,423821,357707,357708,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,SAGINAW,,,0,Y,0.0817032218409498,0.131488852828107,C,0.00118563574881431
104574,423822,357877,357880,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,ALLIANCE,,,0,Y,0.194908494197418,0.313675443036535,C,0.00282848917058558
104575,423823,357877,357869,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,ALLIANCE,,,0,Y,0.195989973274078,0.315415918380634,C,0.00284966160935371
104576,423824,357891,357906,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,ALLIANCE,,,0,Y,0.327896593885816,0.527699471389517,C,0.00481647333898846
104577,423825,357891,357894,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,ALLIANCE,,,0,Y,0.319447836708066,0.51410248752408,C,0.00464186271935489
104578,423826,357878,357877,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,ALLIANCE,,,0,Y,0.142172636615613,0.228805137311791,C,0.0020635276840623
104579,423827,357873,357845,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,ALLIANCE,,,0,Y,0.229354498580931,0.369111024386278,C,0.00338683190442718
104580,423828,357886,357891,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,ALLIANCE,,,0,Y,0.0344788717162542,0.055488476300276,C,0.000504479740528437
104581,423829,357885,357914,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,ALLIANCE,,,0,Y,0.407364298134866,0.655590600198758,C,0.0060655223782209
104582,423830,357882,357878,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,ALLIANCE,,,0,Y,0.31475362012084,0.506547863115479,C,0.00456781685306008
104583,423831,358378,358368,48,439,48439,TX,US,5,BNSF,,,AMTK,UP,,,,,,,,,FORT WORTH,,DOWNTOWN,A,S,1,M,0.0703128612324784,0.113157807662937,C,0.00107785185672067
104584,423832,359908,359897,48,439,48439,TX,US,5,UP,,,,,,,,,,,,TEXOMA,GREAT SOUTHWEST LEAD,#N\A,,,,1,I,0.411842935574567,0.662798282905881,C,0.00602634557264234
104585,423833,358368,358330,48,439,48439,TX,US,5,BNSF,,,AMTK,,,,,,,,,,FORT WORTH,,DOWNTOWN,A,S,2,M,0.133499036003571,0.214846302290736,C,0.00203121753832346
104586,423834,358398,358309,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,DOWNTOWN,,,0,Y,0.396860212891709,0.638685879827754,C,0.00598448766702108
104587,423835,358416,358431,48,439,48439,TX,US,5,UP,,,,,,,,,,,,,CHOCTAW,,9TH STREET YARD (UP),,,0,Y,0.388106718734755,0.624598468352402,C,0.00564264676164192
104588,423836,358408,358404,48,439,48439,TX,US,5,BNSF,,,AMTK,,,,,,,,,RED RIVER,FORT WORTH,GAINSVIL-TEMPLE,DOWNTOWN,A,S,2,M,0.0155738342095426,0.0250637067695356,C,0.000231430429117766
104589,423837,359924,359840,48,439,48439,TX,US,5,UP,,,,,,,,,,,,,DALLAS,,GARRETT,,,0,Y,0.480257221131764,0.772900623086324,C,0.00816905269129419
104590,423838,358311,358355,48,439,48439,TX,US,5,UP,,,,,,,,,,,,,FORT WORTH,,NEY,,,0,Y,0.280704481061442,0.451750975871296,C,0.00411857099858755
104591,423839,358286,358312,48,439,48439,TX,US,5,UP,,,,,,,,,,,,,FORT WORTH,,NEY,,,0,Y,0.410572283161119,0.660753361978372,C,0.00596867059812542
104592,423840,357171,357379,48,439,48439,TX,US,5,UP,,,,,,,,,,,,,DALLAS,,DAVIDSON (CENTENNIAL),,,0,Y,1.41412280086852,2.27581459647014,C,0.0237643832395135
104593,423841,360746,360980,48,113,48113,TX,US,5,BNSF,,,UP,,,,,,,,,RED RIVER,WARD INDUSTRIAL SPUR,WARD IND SPUR,,,,1,I,3.39149311029161,5.45809000426916,C,0.0533793023181322
104594,423842,361788,361791,48,113,48113,TX,US,5,UP,,,,,,,,,,,,,ENNIS,,MILLER,,,0,Y,0.0534648963954489,0.086043582311802,C,0.000785471596663033
104595,423843,361791,361783,48,113,48113,TX,US,5,UP,,,,,,,,,,,,,ENNIS,,MILLER,,,0,Y,0.0797784393684281,0.128391209509363,C,0.00122048135851892
104596,423844,357783,357746,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,SAGINAW,,,0,Y,0.304224855579062,0.489603425183881,C,0.00448318731950697
104597,423845,357783,357746,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,FORT WORTH,,SAGINAW,,,0,Y,0.303530351759531,0.488485727393546,C,0.00446989035293099
104598,423846,358071,358027,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,NORTH,,,0,Y,0.397764469210451,0.640141142219309,C,0.00612837131210436
104599,423847,358096,358071,48,439,48439,TX,US,5,BNSF,,,,,,,,,,,,,WICHITA FALLS,,NORTH,,,0,Y,0.238740007129913,0.384215566465616,C,0.00366897789684671
104600,423848,364099,363983,48,181,48181,TX,US,5,TNER,,,DGNO,,,,,,,,,SOUTHERN,SHERMAN,#N\A,,,,1,M,6.69917077835654,10.7812918597072,C,0.0981841128713242
104601,423849,368002,368203,48,277,48277,TX,US,5,TNER,,,,,,,,,,,,,FLEX-O-LITE LEAD,,,,,0,X,2.44786988560811,3.93947259212929,C,0.0401499754162535
104602,423851,365289,365403,48,185,48185,TX,US,5,PVTX,,,BNSF,,,,,,,,,GULF,GIBBONS CREEK SPUR,TAMPA SPUR,,,,1,I,8.63382731252674,13.894825972103,C,0.126229638385996
104603,423852,370214,370234,48,201,48201,TX,US,5,PTRA,,,,,,,,,,,,,CTC DISTRICT,,,,,0,O,0.125239164992998,0.201553301853095,C,0.00208213715792494
104604,423853,362764,362867,48,181,48181,TX,US,5,DGNO,,,,,,,,,,,,,SHERMAN,,,,,0,O,1.08061471200712,1.73908428124895,C,0.0182392006515737
104605,423854,362898,362913,48,181,48181,TX,US,5,DGNO,TNER,,BNSF,,,,,,,,,RED RIVER,MCKINNEY,MADILL-S IRVING,SHERMAN (DGNO),,,1,M,0.13820860496031,0.222425633992513,C,0.00213552565827328
104606,423855,363632,363595,48,085,48085,TX,US,5,CPRS,,,,,,,,,,,,,GREENVILLE,,WYLIE,,,0,Y,0.259869722733061,0.418220615503347,C,0.00419342786721687
104607,423856,368429,368417,48,277,48277,TX,US,5,TNER,,,,,,,,,,,,,,,PARIS,,,0,Y,0.124888602870783,0.200989125676729,C,0.00216588255870604
104608,423857,372533,372544,48,071,48071,TX,US,5,UP,,,BNSF,,,,,,,,,GULF COAST,BAYTOWN,#N\A,,,,1,M,0.994885093685366,1.6011155584431,C,0.0144638869100685
104610,423861,362223,362188,48,051,48051,TX,US,5,BNSF,,,,,,,,,,,,RED RIVER,GALVESTON (BNSF),TEMPLE-GALVESTN,,,,1,M,0.541086217766494,0.8707955996364,C,0.00833457094239573
104611,423863,351947,351963,48,029,48029,TX,US,5,UP,,,,,,,,,,,,SOUTH TEXAS,LAREDO,#N\A,,,,1,M,0.303962983143513,0.489181981508076,C,0.00476545237849792
104612,423864,357607,357837,48,061,48061,TX,US,5,BRG,,,,,,,,,,,,,,,,,,0,O,1.05394054958456,1.69615629214321,C,0.0162839902553384
104613,423865,357890,357837,48,061,48061,TX,US,5,BRG,,,,,,,,,,,,,,,,,,0,O,0.160765025936974,0.258726747355008,C,0.00253847390917265
104614,423866,357937,357890,48,061,48061,TX,US,5,BRG,,,,,,,,,,,,,,,,,,0,O,0.350471166665333,0.564029797305448,C,0.00542569607182383
104615,423867,357646,357607,48,061,48061,TX,US,5,BRG,,,,,,,,,,,,,,,,,,0,O,0.243100542424314,0.391233181813679,C,0.0038380679991473
104616,423868,357957,357890,48,061,48061,TX,US,5,BRG,,,,,,,,,,,,,,,,,,0,O,0.46676055160531,0.751179795522288,C,0.00735087336999838
104617,423869,357982,357837,48,061,48061,TX,US,5,BRG,,,,,,,,,,,,,,,,,,0,O,0.778439577275047,1.25277956860927,C,0.0121786692473153
104618,423870,355003,355016,48,355,48355,TX,US,5,UP,,,,,,,,,,,,,BROWNSVILLE,,,,,0,O,0.173987277047826,0.280005940405137,C,0.00272774770666257
104619,423871,373433,373565,48,005,48005,TX,US,5,ANR,,,,,,,,,,,,#N\A,,WEST LUFKIN,,,,1,I,2.80665072418324,4.51687553681103,C,0.0446729367368754
104620,423873,371661,371624,48,291,48291,TX,US,5,BNSF,,,UP,,,,,,,,,GULF COAST,LUFKIN,#N\A,,,,1,M,0.259846662425117,0.418183503460894,C,0.00407516055706127
104621,423874,359379,359380,48,121,48121,TX,US,5,UP,,,,,,,,,,,,,CHOCTAW,,,,,0,O,0.167135046656847,0.268978322483562,C,0.00242559699243522
104622,423875,359380,359381,48,121,48121,TX,US,5,UP,,,,,,,,,,,,,CHOCTAW,,,,,0,O,0.032057958005681,0.0515923855534658,C,0.00046524693821968
104623,423876,363186,363176,48,181,48181,TX,US,5,UP,,,,,,,,,,,,,CHOCTAW,,RAY,,,0,Y,0.15051248927242,0.242226855989345,C,0.00261432848696358
104624,423877,346197,346241,48,303,48303,TX,US,5,BNSF,,,,,,,,,,,,,SLATON,,LUBBOCK (BNSF),,,0,Y,0.219705654666931,0.353582684269666,C,0.00346613676914153
104625,423879,378071,378689,48,241,48241,TX,US,5,SRN,BNSF,,,,,,,,,,,#N\A,,EVADALE MAIN,,,,1,M,8.20541643834141,13.2053641232744,C,0.136751093710266
104626,423880,377897,377917,48,245,48245,TX,US,5,CPRS,,,BNSF,UP,,,,,,,,SOUTHEAST,PORT OF BEAUMONT BRANCH,FINIS STREET,,,,1,I,0.339107638768375,0.545741935289923,C,0.00559072331626083
104627,423881,377798,377794,48,245,48245,TX,US,5,BNSF,,,CPRS,UP,,,,,,,,GULF COAST,SILSBEE,SILSBEE-MP 62.9,,,,1,M,0.432127336823748,0.695442927639134,C,0.00627932367610444
104628,423883,372354,372294,48,449,48449,TX,US,5,UP,,,,,,,,,,,,,PINE BLUFF,,,,,0,S,1.371208333422,2.20675031764333,C,0.0218584268546817
104629,423884,364801,364785,48,289,48289,TX,US,5,BNSF,,,,,,,,,,,,RED RIVER,HOUSTON (BNSF),BELT JCT-TEAGUE,,,,1,M,1.44836583285459,2.33092352475659,C,0.0213207512378598
