OBJECTID,FRAARCID,FRFRANODE,TOFRANODE,STFIPS,CNTYFIPS,STCNTYFIPS,STATEAB,COUNTRY,FRADISTRCT,RROWNER1,RROWNER2,RROWNER3,TRKRGHTS1,TRKRGHTS2,TRKRGHTS3,TRKRGHTS4,TRKRGHTS5,TRKRGHTS6,TRKRGHTS7,TRKRGHTS8,TRKRGHTS9,DIVISION,SUBDIV,BRANCH,YARDNAME,PASSNGR,STRACNET,TRACKS,NET,MILES,KM,TIMEZONE,Shape__Length
110797,430161,370576,370521,48,423,48423,TX,US,5,UP,,,,,,,,,,,,,TYLER INDUSTRIAL LEAD,,,,,0,O,0.456935591047279,0.735368022574437,C,0.00765904400838853
110798,430162,370480,370446,48,423,48423,TX,US,5,UP,,,,,,,,,,,,,TYLER INDUSTRIAL LEAD,,,,,0,O,0.223854248184058,0.360259211707948,C,0.00377975870989347
110799,430163,369170,369111,48,423,48423,TX,US,5,UP,,,,,,,,,,,,,CORSICANA,,,,,0,O,0.417935475236098,0.672603294664952,C,0.00696255972433359
110800,430164,369923,370123,48,423,48423,TX,US,5,UP,,,,,,,,,,,,,CORSICANA,,TYLER,,,0,Y,0.232212810373787,0.373711040520274,C,0.00394861165389917
110801,430165,369936,370266,48,423,48423,TX,US,5,UP,,,,,,,,,,,,,CORSICANA,,TYLER,,,0,Y,1.19003243405617,1.91517538790448,C,0.0190116103878268
110802,430166,370933,370982,48,423,48423,TX,US,5,UP,,,,,,,,,,,,,CORSICANA,,,,,0,O,0.949583979084605,1.52821033565661,C,0.0142373522085358
110803,430167,370919,370933,48,423,48423,TX,US,5,UP,,,,,,,,,,,,,CORSICANA,,,,,0,O,0.79086848270278,1.27278199299081,C,0.0116430977223718
110804,430168,371265,371390,48,459,48459,TX,US,5,UP,,,,,,,,,,,,,CORSICANA,,,,,0,O,1.52987575790325,2.46210129592965,C,0.0246404401994297
110805,430169,371390,371401,48,459,48459,TX,US,5,UP,,,,,,,,,,,,,CORSICANA,,,,,0,O,0.109578431062852,0.176349743259902,C,0.00187299794387145
110806,430170,371390,371397,48,459,48459,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,O,0.0879647779353411,0.141565870713315,C,0.00150655186347591
110807,430171,376438,376420,48,315,48315,TX,US,5,CPRS,,,,,,,,,,,,,,,,,,0,O,0.173071194770833,0.278531645940564,C,0.00261473322375753
110808,430172,376420,376421,48,315,48315,TX,US,5,CPRS,,,,,,,,,,,,,,,,,,0,O,0.23923443047931,0.385011265307826,C,0.00347168478279371
110809,430173,376420,376427,48,315,48315,TX,US,5,CPRS,,,,,,,,,,,,,,,,,,0,O,0.252336732005371,0.406097417827287,C,0.00368035176995417
110810,430174,376456,376414,48,315,48315,TX,US,5,CPRS,,,,,,,,,,,,,,,,,,0,O,0.236058202349876,0.379899611401782,C,0.00391159320681407
110811,430175,376606,376601,48,315,48315,TX,US,5,UP,,,,,,,,,,,,,LITTLE ROCK,,JEFFERSON (UP),,,0,Y,0.032952808317569,0.0530325104140506,C,0.000565092469475255
110812,430176,373842,373818,48,343,48343,TX,US,5,CPRS,,,,,,,,,,,,,,,,,,0,O,0.250778811533169,0.403590182848402,C,0.00427120975395003
110841,430208,367891,367892,48,001,48001,TX,US,5,UP,,,,,,,,,,,,,,,PALESTINE,,,0,Y,0.0356048530087166,0.0573005711616024,C,0.000521395123723739
110865,430232,368306,368297,48,001,48001,TX,US,5,UP,,,,,,,,,,,,,PALESTINE,,,,,0,O,0.0552655082269337,0.0889413919547503,C,0.000882508396989557
110866,430233,368294,368306,48,001,48001,TX,US,5,UP,,,,,,,,,,,,,PALESTINE,,,,,0,O,0.0644405737815459,0.103707258186405,C,0.00106356971956656
110867,430234,368297,368305,48,001,48001,TX,US,5,UP,,,,,,,,,,,,,PALESTINE,,ELKHART,,,0,Y,0.04544741124651,0.0731406648864332,C,0.000751539750162592
110868,430235,368297,368307,48,001,48001,TX,US,5,UP,,,,,,,,,,,,,PALESTINE,,ELKHART,,,0,Y,0.0619817585125499,0.0997501706719624,C,0.00100165294895658
110869,430236,368305,368335,48,001,48001,TX,US,5,UP,,,,,,,,,,,,,PALESTINE,,ELKHART,,,0,Y,0.255213047770954,0.410726408604715,C,0.00427730039177148
110870,430237,368305,368335,48,001,48001,TX,US,5,UP,,,,,,,,,,,,,PALESTINE,,ELKHART,,,0,Y,0.246351692138559,0.396465410563859,C,0.00416499333583705
110871,430238,368307,368311,48,001,48001,TX,US,5,UP,,,,,,,,,,,,,PALESTINE,,ELKHART,,,0,Y,0.0345511320881529,0.055604768328813,C,0.000562002753875627
110872,430239,368307,368337,48,001,48001,TX,US,5,UP,,,,,,,,,,,,,PALESTINE,,ELKHART,,,0,Y,0.267546868607365,0.430575808863668,C,0.00452909321255486
110873,430240,368311,368337,48,001,48001,TX,US,5,UP,,,,,,,,,,,,,PALESTINE,,ELKHART,,,0,Y,0.242438839461353,0.390168271990636,C,0.00408639527819884
110874,430241,368311,368338,48,001,48001,TX,US,5,UP,,,,,,,,,,,,,PALESTINE,,ELKHART,,,0,Y,0.270724971936005,0.435690480616339,C,0.00454448800840487
110875,430242,368335,368337,48,001,48001,TX,US,5,UP,,,,,,,,,,,,,PALESTINE,,ELKHART,,,0,Y,0.0334839467555384,0.0538872965819383,C,0.000558896199730096
110876,430243,368337,368338,48,001,48001,TX,US,5,UP,,,,,,,,,,,,,PALESTINE,,ELKHART,,,0,Y,0.02323392259819,0.037391448712759,C,0.000393873322191341
110877,430244,368338,368342,48,001,48001,TX,US,5,UP,,,,,,,,,,,,,PALESTINE,,ELKHART,,,0,Y,0.031499501441205,0.0506936350346647,C,0.000534039259989222
110878,430245,368262,368281,48,001,48001,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,O,0.283077850488406,0.455570551357516,C,0.00466526526056025
110879,430246,369895,370185,48,073,48073,TX,US,5,UP,,,,,,,,,,,,,PALESTINE,,,,,0,O,0.582794015141333,0.937917927339468,C,0.00979469154272524
110880,430247,339095,339080,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,VALENTINE,,DALLAS ST,,,0,Y,0.19807897354548,0.318777845157268,M,0.00320589883759119
110881,430248,339094,339085,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,VALENTINE,,DALLAS ST,,,0,Y,0.151400644869263,0.243656206728892,M,0.00246569085394494
110882,430249,339094,339085,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,VALENTINE,,DALLAS ST,,,0,Y,0.153645963162913,0.247269703479861,M,0.00249824062736356
110883,430250,339091,339071,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,VALENTINE,,DALLAS ST,,,0,Y,0.241504121379824,0.388663986045863,M,0.003942718045452
110884,430251,339091,339070,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,VALENTINE,,DALLAS ST,,,0,Y,0.253051594298101,0.407247879469841,M,0.00413306951281175
110885,430252,339085,339081,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,VALENTINE,,DALLAS ST,,,0,Y,0.0487626505796861,0.0784760360865865,M,0.000757999026479512
110886,430253,338880,338870,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,SOUTHWEST,EL PASO,ISLETA-EL PASO,EL PASO,,,1,M,0.228812152423759,0.368238201106664,M,0.00369396939385868
110887,430254,338881,338880,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,SOUTHWEST,EL PASO,ISLETA-EL PASO,EL PASO,,,1,M,0.0271650499871434,0.0437179976425047,M,0.000425953123599603
110888,430255,338907,338881,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,SOUTHWEST,EL PASO,TRK 260,EL PASO,,,1,M,0.228606103203623,0.367906596367324,M,0.00368992686445719
110889,430256,338874,338878,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.0338820650620623,0.0545280071712539,M,0.000562086886785233
110890,430257,338878,338879,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.0323821070973018,0.0521140539925081,M,0.000528556759087985
110891,430258,338895,338898,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.0139059715068906,0.0223795365678584,M,0.000234139399954648
110892,430259,338878,338902,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.180097415533251,0.289839274782494,M,0.00301471759632307
110932,430301,374169,374174,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.0323875089774849,0.0521227474933564,C,0.000549098752184086
110933,430302,374174,374181,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.283989394404063,0.457037542022896,C,0.0042455126451442
110934,430303,374174,374177,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.0427890401815264,0.0688624228067441,C,0.000732445048996326
110935,430304,374177,374186,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.07650912623851,0.123129749516688,C,0.00131298276637156
110936,430305,374186,374204,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.411993292093362,0.663040258751216,C,0.0062515427801292
110937,430306,374186,374211,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.47472012073307,0.763989505960053,C,0.00729895206297545
110938,430307,374126,374140,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.154217116431696,0.248188887404427,C,0.00240827664177737
110939,430308,374126,374109,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.469135831113836,0.755002444992956,C,0.00713115266805749
110940,430309,374126,374112,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.149972698160524,0.241358144664739,C,0.00246130852818209
110941,430310,374136,374156,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.175580151299984,0.282569428152578,C,0.00275587107810526
110942,430311,374175,374195,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.213509002288099,0.343610118998577,C,0.00343590510590759
110943,430312,374156,374164,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.136055511516911,0.21896055904779,C,0.00203432765733846
110944,430313,374164,374171,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.0490331560066135,0.0789113732430539,C,0.000779526147838119
110945,430314,374171,374175,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.0419031330359861,0.0674366906060473,C,0.0006661723170313
110946,430315,374164,374210,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.34879944370783,0.561339414613363,C,0.00582115847322275
110947,430316,374171,374213,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.3857887707723,0.620868085245947,C,0.00638305484248746
110948,430317,374175,374214,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.344520665874731,0.554453375408255,C,0.0057447041461818
110949,430318,374195,374206,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.0782905067631847,0.125996609309509,C,0.00128058482780864
110950,430319,374206,374221,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.250176641184646,0.402621081672827,C,0.00397507301104864
110951,430320,374206,374216,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.0886758797293298,0.142710280407679,C,0.00150892255114262
110952,430321,374206,374228,48,343,48343,TX,US,5,TN,,,,,,,,,,,,,,,,,,0,O,0.500284708936588,0.805131804882454,C,0.00766943490490939
110975,430344,373602,373604,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,Y,0.0204880971719466,0.0329724622000136,C,0.000350337462633325
110976,430345,373604,373609,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,Y,0.0260489177542854,0.0419217533378593,C,0.000445817175908667
110977,430346,373624,373628,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,Y,0.0280064609589826,0.0450721200498131,C,0.000471327462919087
110978,430347,373628,373631,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,Y,0.0180221795033363,0.0290039444585062,C,0.000299637760762627
110979,430348,373631,373644,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,Y,0.0602782332987453,0.0970086071071502,C,0.000996026292066718
110980,430349,373631,373635,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.0197282698359727,0.031749636190176,C,0.000331108298135029
110981,430350,373635,373638,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.0152380693973947,0.02452334460297,C,0.000255169308447581
110982,430351,373638,373645,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.0219947114463463,0.0353971276921641,C,0.000368885915508912
110983,430352,373635,373751,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.612760925656348,0.986145091429673,C,0.0103959131794779
110984,430353,373638,373750,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.579181856698064,0.932104710195309,C,0.00982567220280355
110985,430354,373645,373650,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.0156221795137474,0.0251415111503945,C,0.000261514292294435
110986,430355,373645,373746,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.536459015376296,0.863348824339399,C,0.00910074112355017
110987,430356,373660,373667,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.0345540563860219,0.0556094745394551,C,0.000578524459063904
110988,430357,373650,373744,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.502861726461777,0.809279120869143,C,0.00853038202875689
110989,430358,373650,373656,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.0177509927832933,0.0285675108648582,C,0.000296759375148135
110990,430359,373657,373664,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.0385314346711883,0.0620104572203833,C,0.000650090557263394
110991,430360,373664,373673,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.0245190455535092,0.0394596577665823,C,0.000414941945817072
110992,430361,373673,373682,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.0342046539007783,0.0550471646216234,C,0.000576621593607172
110993,430362,373673,373836,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,1.14687377647126,1.8457181223576,C,0.0194593655806861
110994,430363,373644,373653,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,Y,0.0233387946066569,0.037560224187904,C,0.000391462785508967
110995,430364,373644,373654,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,Y,0.0340108440425323,0.0547352572652996,C,0.000561992706221797
110996,430365,373654,373658,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,Y,0.0218552340633805,0.0351726601538174,C,0.000353732031981877
110997,430366,373658,373679,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,Y,0.0998604812911847,0.160710187823456,C,0.00159424067671541
110998,430367,373658,373672,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,,,,,,0,Y,0.0520590581592545,0.0837811004564483,C,0.000838134523818033
110999,430368,373653,373670,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.068443643260087,0.110149586917935,C,0.00115094271007815
111000,430369,373653,373666,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.0686595782932633,0.110497101362996,C,0.00114674515762231
111001,430370,373654,373663,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.0391197136602557,0.0629572023752553,C,0.000647184739887025
111002,430371,373663,373716,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW (UP),,,0,Y,0.278909729533712,0.448862597491898,C,0.0047305604147049
111003,430372,373802,373803,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW SIT,,,0,Y,0.0232650901116836,0.0374416080639135,C,0.000397988865717302
111004,430373,373740,373809,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,LONGVIEW,,LONGVIEW (BNSF),,,0,Y,0.485298505938629,0.781013800768898,C,0.00825879787999348
111005,430374,373803,373809,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW SIT,,,0,Y,0.0234428033555421,0.0377276103786422,C,0.000401028850672505
111006,430375,373741,373814,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,LONGVIEW,,LONGVIEW (BNSF),,,0,Y,0.508128033452612,0.817754437377636,C,0.00864550452669491
111007,430376,373809,373814,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW SIT,,,0,Y,0.0223718000430192,0.036003994176421,C,0.000382707971527671
111008,430377,373743,373817,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,LONGVIEW,,LONGVIEW (BNSF),,,0,Y,0.529692276318944,0.852458791657819,C,0.00901179401945476
111009,430378,373817,373821,48,183,48183,TX,US,5,UP,,,,,,,,,,,,,MINEOLA,,LONGVIEW SIT,,,0,Y,0.0206928778516245,0.0333020254172956,C,0.000353987619261287
111011,430380,344637,344638,48,475,48475,TX,US,5,UP,,,TXN,,,,,,,,,,TOYAH,,MONAHANS,,,0,Y,0.0165998373184794,0.026714902019275,C,0.000275079605976746
111012,430381,344638,344639,48,475,48475,TX,US,5,UP,,,TXN,,,,,,,,,,TOYAH,,MONAHANS,,,0,Y,0.0198443064199296,0.0319363793438339,C,0.000327630606568082
111013,430382,344639,344640,48,475,48475,TX,US,5,UP,,,TXN,,,,,,,,,,TOYAH,,MONAHANS,,,0,Y,0.0182376527066706,0.0293507156589955,C,0.000301423225344099
111014,430383,344640,344641,48,475,48475,TX,US,5,UP,,,TXN,,,,,,,,,,TOYAH,,MONAHANS,,,0,Y,0.0165947934696005,0.0267067847151102,C,0.000274271461006349
111015,430384,344647,344650,48,475,48475,TX,US,5,UP,,,TXN,,,,,,,,,,TOYAH,,MONAHANS,,,0,Y,0.0240134108432047,0.0386459159518784,C,0.00040490299018343
111016,430385,344650,344651,48,475,48475,TX,US,5,UP,,,TXN,,,,,,,,,,TOYAH,,MONAHANS,,,0,Y,0.0235883672715395,0.037961873261995,C,0.000398026055031992
111017,430386,344653,344654,48,475,48475,TX,US,5,UP,,,TXN,,,,,,,,,,TOYAH,,MONAHANS,,,0,Y,0.016214355983268,0.0260945287045938,C,0.000273954002786969
111018,430387,344641,344647,48,475,48475,TX,US,5,UP,,,TXN,,,,,,,,,,TOYAH,,MONAHANS,,,0,Y,0.375121976778285,0.603701509999292,C,0.0062819226610799
111019,430388,344640,344650,48,475,48475,TX,US,5,UP,,,TXN,,,,,,,,,,TOYAH,,MONAHANS,,,0,Y,0.415445921304583,0.668596737969479,C,0.00695741586885185
111020,430389,344651,344653,48,475,48475,TX,US,5,UP,,,TXN,,,,,,,,,,TOYAH,,MONAHANS,,,0,Y,0.0125269964597736,0.0201602869111317,C,0.000211652832073245
111021,430390,344639,344651,48,475,48475,TX,US,5,UP,,,TXN,,,,,,,,,,TOYAH,,MONAHANS,,,0,Y,0.456938405836218,0.735372552547188,C,0.00765255058225402
111022,430391,344638,344653,48,475,48475,TX,US,5,UP,,,TXN,,,,,,,,,,TOYAH,,MONAHANS,,,0,Y,0.488964053218149,0.786912939088187,C,0.0081873534936756
111023,430392,338888,338873,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,LORDSBURG,,,,,0,O,0.149424683270062,0.240476198424972,M,0.00252992183550078
111024,430395,338989,339004,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,LORDSBURG,,DALLAS ST,,,0,Y,0.133441764783813,0.214754133012506,M,0.00217614620146312
111025,430396,338993,339006,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,LORDSBURG,,DALLAS ST,,,0,Y,0.142912301311406,0.229995514632733,M,0.00229289188694297
111026,430398,339097,339104,48,141,48141,TX,US,5,UP,,,AMTK,BNSF,FXE,,,,,,,,VALENTINE,,DALLAS ST,A,S,1,M,0.0940666679626825,0.151385930457596,M,0.00159418832042895
111027,430399,339098,339104,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,VALENTINE,,DALLAS ST,,S,2,M,0.0816996004145112,0.13148302469554,M,0.00138778957082703
111028,430400,339098,339109,48,141,48141,TX,US,5,UP,,,,,,,,,,,,,VALENTINE,,,,,0,O,0.200900812455172,0.323319163758184,M,0.00336035880982033
111029,430401,338948,338949,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.0196478082482121,0.0316201455577018,M,0.000330404269776616
111030,430402,338955,338950,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.0241109407266706,0.0388028753985737,M,0.000399093437259459
111031,430403,338950,338947,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.0263961652458892,0.0424805951226705,M,0.000435481774854862
111032,430404,338947,338944,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.0263029524888049,0.0423305834313101,M,0.000434292677789522
111033,430405,338944,338925,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.25776029261842,0.414825810015318,M,0.00420523761075986
111034,430406,338927,338944,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.241153952284491,0.388100442386217,M,0.00393961724943298
111035,430407,338929,338966,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.346869992944452,0.558234258393713,M,0.00569163641046723
111036,430408,338949,338954,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.0173174923071535,0.0278698580792797,M,0.000290214872337535
111037,430409,338954,338956,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.0162363301172158,0.0261298927159459,M,0.000272686861928548
111038,430410,338956,338963,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.0174857650829305,0.0281406674029586,M,0.000294119919093714
111039,430411,338893,338963,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.623040695746235,1.00268881083265,M,0.010162908578732
111040,430412,338893,338956,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.605988425834082,0.975245787677101,M,0.0098745292031442
111041,430413,338890,338954,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.603766735687647,0.971670316819134,M,0.00983429949687283
111042,430414,338897,338949,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.551246492669735,0.887147009793101,M,0.00897689625013058
111043,430415,338899,338941,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.450935475394955,0.725711753137525,M,0.00731529277292993
111044,430416,338901,338939,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.419001465900778,0.674318843776309,M,0.00680069760957968
111045,430417,338943,338946,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.0176255296013538,0.0283655970419553,M,0.000287152288262989
111046,430418,338946,338968,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.134172507606478,0.215930151941743,M,0.00218054249140985
111047,430419,338946,338971,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.144301850438984,0.23223178165644,M,0.00236013361682321
111048,430420,338945,338972,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.153225257404266,0.246592641837296,M,0.00250320375559231
111049,430421,338948,338959,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.06607364069391,0.10633542987976,M,0.00108374698114043
111050,430422,338943,338951,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.122046601004011,0.196415357876915,M,0.00184859861296201
111051,430423,338951,338952,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.0252891542842048,0.0406990301104195,M,0.000368356227941409
111052,430424,338951,338953,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.026142880177212,0.042072971501858,M,0.000383039838810341
111053,430425,338953,338979,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.229372624727219,0.369140195649393,M,0.0037120194997571
111054,430426,338953,338978,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.215896975945151,0.347453197761869,M,0.00349309271105233
111055,430427,338979,338981,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.0216799036861996,0.0348904926989485,M,0.000366794740492196
111056,430428,338978,338981,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.0307978015348927,0.0495643562420829,M,0.000522373906470389
111057,430429,338979,338982,48,141,48141,TX,US,5,BNSF,,,,,,,,,,,,,EL PASO,,EL PASO,,,0,Y,0.0374807749969477,0.0603195809958497,M,0.000636586153648521
111058,430430,338978,338992,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,INTERNATIONAL INDUSTRIAL LEAD,,EL PASO,,,0,Y,0.191937636501811,0.308894301466974,M,0.00324810601026738
111059,430431,338981,338992,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,INTERNATIONAL INDUSTRIAL LEAD,,EL PASO,,,0,Y,0.161430891330097,0.259798355973456,M,0.00272932727630706
111060,430432,338982,338990,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,INTERNATIONAL INDUSTRIAL LEAD,,EL PASO,,,0,Y,0.128929819010029,0.207492845630568,M,0.00217933364547233
111061,430433,338982,338990,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,INTERNATIONAL INDUSTRIAL LEAD,,EL PASO,,,0,Y,0.129220931097544,0.207961346058937,M,0.00218298799056112
111062,430434,338990,338995,48,141,48141,TX,US,5,UP,,,BNSF,,,,,,,,,,INTERNATIONAL INDUSTRIAL LEAD,,SOUTH/INTERNATIONAL,,,0,Y,0.0446874870320644,0.0719176829654967,M,0.000751747496768084
