OBJECTID,FRANODEID,COUNTRY,STATE,STFIPS,CTYFIPS,STCYFIPS,FRADISTRCT,PASSNGR,PASSNGRSTN,BNDRY,x,y
55479,338745,US,TX,48,141,48141,5,,,1,-106.606647814608,32.0006248317438
55480,338746,US,TX,48,141,48141,5,,,1,-106.606588293135,32.0006235412386
55484,338749,US,TX,48,141,48141,5,,,0,-106.60606481248,31.9912335922255
55485,338750,US,TX,48,141,48141,5,,,0,-106.605798355099,31.990565172267
55486,338751,US,TX,48,141,48141,5,,,0,-106.605587553739,31.9869868608339
55490,338752,US,TX,48,141,48141,5,,,0,-106.604168645883,31.9629011443207
55494,338753,US,TX,48,141,48141,5,,,0,-106.60230808042,31.9313183463196
55544,338765,US,TX,48,141,48141,5,,,0,-106.59651125279,31.8723658937861
55558,338769,US,TX,48,141,48141,5,,,0,-106.595184925307,31.9695422511507
55570,338772,US,TX,48,141,48141,5,,,0,-106.594426473221,31.9656943765676
55588,338779,US,TX,48,141,48141,5,,,0,-106.592818776323,31.8741604750278
55590,338780,US,TX,48,141,48141,5,,,0,-106.592623063966,31.8731617218632
55602,338785,US,TX,48,141,48141,5,,,0,-106.590758272827,31.8688485612957
55603,338786,US,TX,48,141,48141,5,,,0,-106.590711881131,31.9627843497143
55611,338788,US,TX,48,141,48141,5,,,0,-106.589507936529,31.9626349543127
55614,338790,US,TX,48,141,48141,5,,,0,-106.589253088076,31.9605170695357
55617,338791,US,TX,48,141,48141,5,,,0,-106.588778540451,31.9601479769364
55625,338792,US,TX,48,141,48141,5,,,0,-106.58762732516,31.9596207018345
55626,338793,US,TX,48,141,48141,5,,,0,-106.587152777535,31.9582673652151
55628,338794,US,TX,48,141,48141,5,,,0,-106.586818836912,31.9627404094672
55640,338798,US,TX,48,141,48141,5,,,0,-106.584094585321,31.9629776827411
55641,338799,US,TX,48,141,48141,5,,,0,-106.584068222462,31.9649549633615
55678,338808,US,TX,48,141,48141,5,,,0,-106.575070746882,31.8334072470832
55681,338809,US,TX,48,141,48141,5,,,0,-106.573557461124,31.8326339169649
55688,338811,US,TX,48,141,48141,5,,,0,-106.5720250682,31.834313779934
55689,338812,US,TX,48,141,48141,5,,,0,-106.571467251239,31.8306719399746
55691,338813,US,TX,48,141,48141,5,,,0,-106.570302469591,31.83211324927
55692,338814,US,TX,48,141,48141,5,,,0,-106.56922315815,31.8307617035355
55721,338831,US,TX,48,141,48141,5,,,1,-106.545734489801,31.8058996228763
55745,338847,US,TX,48,141,48141,5,,,1,-106.527376013802,31.7872894942326
55746,338848,US,TX,48,141,48141,5,,,1,-106.527109769321,31.7888551321608
55755,338857,US,TX,48,141,48141,5,,,0,-106.522654499211,31.781372900477
55757,338859,US,TX,48,141,48141,5,,,0,-106.521263408586,31.7841807689567
55758,338860,US,TX,48,141,48141,5,,,0,-106.52071351297,31.7843078391585
55760,338862,US,TX,48,141,48141,5,,,0,-106.520364999877,31.7831189998753
55761,338863,US,TX,48,141,48141,5,,,0,-106.518135128916,31.7796205558983
55762,338864,US,TX,48,141,48141,5,,,0,-106.514809998722,31.772391000372
55777,338870,US,TX,48,141,48141,5,,,0,-106.502281635629,31.7588874645439
55778,338871,US,TX,48,141,48141,5,,,0,-106.501971404242,31.7590831802297
55779,338872,US,TX,48,141,48141,5,,,0,-106.500971322413,31.758647823858
55780,338873,US,TX,48,141,48141,5,,,0,-106.500689807471,31.7587374824812
55781,338874,US,TX,48,141,48141,5,,,0,-106.500388699374,31.7578501620561
55782,338875,US,TX,48,141,48141,5,,,0,-106.500329469854,31.7584830111877
55784,338877,US,TX,48,141,48141,5,,,0,-106.499983956236,31.7576363541829
55785,338878,US,TX,48,141,48141,5,,,0,-106.499864749798,31.7576466466756
55786,338879,US,TX,48,141,48141,5,,,0,-106.499399322768,31.75739614732
55787,338880,US,TX,48,141,48141,5,,,0,-106.499174858033,31.7569153925846
55788,338881,US,TX,48,141,48141,5,,,0,-106.498865014718,31.7566238919336
55789,338882,US,TX,48,141,48141,5,,,0,-106.498719683475,31.7568291342866
55791,338884,US,TX,48,141,48141,5,,,0,-106.498447215466,31.7567707006583
55792,338885,US,TX,48,141,48141,5,,,0,-106.498291981195,31.7565183344216
55794,338887,US,TX,48,141,48141,5,,,0,-106.498196803792,31.7567524726523
55795,338888,US,TX,48,141,48141,5,,,0,-106.49818264814,31.7584111675407
55796,338889,US,TX,48,141,48141,5,,,0,-106.498084492822,31.7564954905365
55797,338890,US,TX,48,141,48141,5,,,0,-106.498054035443,31.7563451104605
55798,338891,US,TX,48,141,48141,5,,,0,-106.497920190059,31.7566425415988
55799,338892,US,TX,48,141,48141,5,,,0,-106.497844679472,31.756173419953
55800,338893,US,TX,48,141,48141,5,,,0,-106.497838932051,31.7562727740098
55801,338894,US,TX,48,141,48141,5,,,0,-106.497753271401,31.7563584355096
55802,338895,US,TX,48,141,48141,5,,,0,-106.497689859325,31.7566596735312
55803,338896,US,TX,48,141,48141,5,,,0,-106.497581355415,31.756505485262
55804,338897,US,TX,48,141,48141,5,,,0,-106.497578143039,31.7560215025183
55805,338898,US,TX,48,141,48141,5,,,0,-106.497461430324,31.7566082784884
55806,338899,US,TX,48,141,48141,5,,,0,-106.497347096348,31.7558685032427
55807,338900,US,TX,48,141,48141,5,,,0,-106.497259294114,31.756567112632
55808,338901,US,TX,48,141,48141,5,,,0,-106.49715198137,31.7557090798427
55809,338902,US,TX,48,141,48141,5,,,0,-106.496976004101,31.7569256484938
55810,338903,US,TX,48,141,48141,5,,,0,-106.496435050315,31.7561559411502
55811,338904,US,TX,48,141,48141,5,,,0,-106.496148645843,31.7581602509186
55812,338905,US,TX,48,141,48141,5,,,0,-106.496079082104,31.7565994730572
55813,338906,US,TX,48,141,48141,5,,,0,-106.495770703942,31.7562758675319
55814,338907,US,TX,48,141,48141,5,,,0,-106.49576582609,31.7546533124255
55815,338908,US,TX,48,141,48141,5,,,0,-106.49548362214,31.7569014282921
55816,338909,US,TX,48,141,48141,5,,,0,-106.495437579888,31.7553450220505
55817,338910,US,TX,48,141,48141,5,,,0,-106.495394154429,31.7569356928216
55818,338911,US,TX,48,141,48141,5,,,0,-106.495197729707,31.7558247216817
55819,338912,US,TX,48,141,48141,5,,,0,-106.495192019117,31.7558799256452
55820,338913,US,TX,48,141,48141,5,,,0,-106.495166321012,31.7550165418769
55821,338914,US,TX,48,141,48141,5,,,0,-106.495159659106,31.755354540264
55822,338915,US,TX,48,141,48141,5,,,0,-106.495121586707,31.7552193870405
55823,338916,US,TX,48,141,48141,5,,,0,-106.495046205478,31.7548421502427
55824,338917,US,TX,48,141,48141,5,,,0,-106.494988336906,31.7551984470917
55825,338918,US,TX,48,141,48141,5,A,El Paso,0,-106.494834980114,31.7579600443187
55826,338919,US,TX,48,141,48141,5,,,0,-106.494795724634,31.7546522629011
55827,338920,US,TX,48,141,48141,5,,,0,-106.494729452323,31.7550118984751
55828,338921,US,TX,48,141,48141,5,,,0,-106.49458850935,31.754497557219
55829,338922,US,TX,48,141,48141,5,,,0,-106.49438625546,31.7543452719145
55830,338923,US,TX,48,141,48141,5,,,0,-106.494383268562,31.7579579720785
55831,338924,US,TX,48,141,48141,5,,,0,-106.49436967795,31.754918623262
55832,338925,US,TX,48,141,48141,5,,,0,-106.494181620137,31.7542025039276
55833,338926,US,TX,48,141,48141,5,,,0,-106.49404035916,31.7546111962386
55834,338927,US,TX,48,141,48141,5,,,0,-106.493965089322,31.7540383211579
55835,338928,US,TX,48,141,48141,5,,,0,-106.493859520208,31.7544608138654
55836,338929,US,TX,48,141,48141,5,,,0,-106.493731901946,31.7538717586966
55837,338930,US,TX,48,141,48141,5,,,0,-106.49360004094,31.7542547527619
55838,338931,US,TX,48,141,48141,5,,,0,-106.49323474642,31.7540563320008
55839,338932,US,TX,48,141,48141,5,,,0,-106.492894903866,31.7539437143338
55840,338933,US,TX,48,141,48141,5,,,0,-106.492546550674,31.7538904142633
55842,338935,US,TX,48,141,48141,5,,,0,-106.491751586563,31.7588193371545
55843,338936,US,TX,48,141,48141,5,,,0,-106.491564784595,31.7523759088608
55846,338939,US,TX,48,141,48141,5,,,0,-106.491297007588,31.7522705917057
55847,338940,US,TX,48,141,48141,5,,,0,-106.491160752923,31.7540388925185
55848,338941,US,TX,48,141,48141,5,,,0,-106.491062037056,31.7521486450549
55849,338942,US,TX,48,141,48141,5,,,0,-106.490791373763,31.7519999277329
55850,338943,US,TX,48,141,48141,5,,,0,-106.490574246467,31.751854186206
55851,338944,US,TX,48,141,48141,5,,,0,-106.490485017708,31.752197721184
55852,338945,US,TX,48,141,48141,5,,,0,-106.490419581728,31.751839315965
55853,338946,US,TX,48,141,48141,5,,,0,-106.490323154769,31.7517148685988
55854,338947,US,TX,48,141,48141,5,,,0,-106.490086457674,31.7520252102292
55855,338948,US,TX,48,141,48141,5,,,0,-106.490071586065,31.7517500845384
55856,338949,US,TX,48,141,48141,5,,,0,-106.489750359299,31.751672751839
55857,338950,US,TX,48,141,48141,5,,,0,-106.489687898539,31.7518497252103
55858,338951,US,TX,48,141,48141,5,,,0,-106.489647565979,31.7503293679377
55859,338952,US,TX,48,141,48141,5,,,0,-106.489587837895,31.7499658863474
55860,338953,US,TX,48,141,48141,5,,,0,-106.489546675292,31.7499598539499
55861,338954,US,TX,48,141,48141,5,,,0,-106.489471069484,31.7515938729995
55863,338955,US,TX,48,141,48141,5,,,0,-106.489318557108,31.7516985217739
55864,338956,US,TX,48,141,48141,5,,,0,-106.489206949519,31.7515260587767
55865,338957,US,TX,48,141,48141,5,,,0,-106.489165724932,31.7491122015577
55866,338958,US,TX,48,141,48141,5,,,0,-106.489101053419,31.7521422530183
55867,338959,US,TX,48,141,48141,5,,,0,-106.489100111086,31.7512722887555
55868,338960,US,TX,48,141,48141,5,,,0,-106.489051662248,31.751756235983
55869,338961,US,TX,48,141,48141,5,,,0,-106.48901244809,31.7522816211615
55870,338962,US,TX,48,141,48141,5,,,0,-106.489005579572,31.7515750466267
55871,338963,US,TX,48,141,48141,5,,,0,-106.488920791185,31.7514580886742
55872,338964,US,TX,48,141,48141,5,,,0,-106.488918425023,31.7606587651778
55873,338965,US,TX,48,141,48141,5,,,0,-106.488640339849,31.7484668933715
55874,338966,US,TX,48,141,48141,5,,,0,-106.488623358995,31.7513807572586
55875,338967,US,TX,48,141,48141,5,,,0,-106.488572448773,31.7514006721896
55876,338968,US,TX,48,141,48141,5,,,0,-106.488436241718,31.7506298349631
55877,338969,US,TX,48,141,48141,5,,,0,-106.488413049014,31.7513962012418
55878,338970,US,TX,48,141,48141,5,,,0,-106.488340798414,31.7513004497266
55879,338971,US,TX,48,141,48141,5,,,0,-106.488229228554,31.7506298349631
55880,338972,US,TX,48,141,48141,5,,,0,-106.488207812717,31.7506679059309
55882,338974,US,TX,48,141,48141,5,,,0,-106.487844085757,31.7510416841033
55883,338975,US,TX,48,141,48141,5,,,0,-106.487201631327,31.7498608765884
55884,338976,US,TX,48,141,48141,5,,,0,-106.487021216381,31.7618531495154
55885,338977,US,TX,48,141,48141,5,,,0,-106.486880098236,31.7619063327244
55886,338978,US,TX,48,141,48141,5,,,0,-106.486677403274,31.7484038374681
55887,338979,US,TX,48,141,48141,5,,,0,-106.486519880994,31.748337061338
55888,338980,US,TX,48,141,48141,5,,,0,-106.486511388321,31.7621724247447
55889,338981,US,TX,48,141,48141,5,,,0,-106.486157014619,31.7483905998861
55890,338982,US,TX,48,141,48141,5,,,0,-106.485883375207,31.7483430098125
55891,338983,US,TX,48,141,48141,5,,,0,-106.485785401349,31.7624190365079
55892,338984,US,TX,48,141,48141,5,,,0,-106.485299197185,31.7628506891459
55893,338985,US,TX,48,141,48141,5,,,0,-106.48521004119,31.7626543536
55895,338987,US,TX,48,141,48141,5,,,0,-106.48438913014,31.7629724697063
55896,338988,US,TX,48,141,48141,5,,,0,-106.483802700041,31.7631704528052
55897,338989,US,TX,48,141,48141,5,,,0,-106.483768847928,31.7639477249974
55898,338990,US,TX,48,141,48141,5,,,0,-106.483732938673,31.7486880313724
55899,338991,US,TX,48,141,48141,5,,,0,-106.483526430362,31.748694317466
55900,338992,US,TX,48,141,48141,5,,,0,-106.483462273583,31.7487772619305
55901,338993,US,TX,48,141,48141,5,,,0,-106.483338898063,31.7642318925689
55902,338994,US,TX,48,141,48141,5,,,0,-106.483244668383,31.7633727607332
55903,338995,US,TX,48,141,48141,5,,,0,-106.483001252789,31.7488605424341
55904,338996,US,TX,48,141,48141,5,,,0,-106.482661162301,31.7636717968853
55905,338997,US,TX,48,141,48141,5,,,0,-106.482617564365,31.7489497720622
55906,338998,US,TX,48,141,48141,5,,,0,-106.482607481674,31.7489106897569
55907,338999,US,TX,48,141,48141,5,,,0,-106.482489521199,31.749095107951
55908,339000,US,TX,48,141,48141,5,,,0,-106.482387049477,31.7637841079008
55909,339001,US,TX,48,141,48141,5,,,0,-106.48227786644,31.7490720865389
55910,339002,US,TX,48,141,48141,5,,,0,-106.482002326193,31.7491763065652
55911,339003,US,TX,48,141,48141,5,,,0,-106.481935902066,31.7639896933474
55912,339004,US,TX,48,141,48141,5,,,0,-106.481862066838,31.7649787856662
55913,339005,US,TX,48,141,48141,5,,,0,-106.481698743238,31.7492791659854
55914,339006,US,TX,48,141,48141,5,,,0,-106.481462196162,31.7655379393652
55915,339007,US,TX,48,141,48141,5,,,0,-106.48143268381,31.7493804646651
55916,339008,US,TX,48,141,48141,5,,,0,-106.481128587019,31.7494903959395
55917,339009,US,TX,48,141,48141,5,,,0,-106.480783984293,31.7496117678287
55918,339010,US,TX,48,141,48141,5,,,0,-106.480474115825,31.7497209059141
55920,339012,US,TX,48,141,48141,5,,,0,-106.479678012651,31.7651821596674
55921,339013,US,TX,48,141,48141,5,,,0,-106.479463860575,31.7652356984022
55923,339014,US,TX,48,141,48141,5,,,0,-106.479208068891,31.7652654406877
55924,339015,US,TX,48,141,48141,5,,,0,-106.479172377028,31.7653427734877
55925,339016,US,TX,48,141,48141,5,,,0,-106.478841952412,31.7586908417987
55928,339017,US,TX,48,141,48141,5,,,0,-106.478634939248,31.7585944745567
55929,339018,US,TX,48,141,48141,5,,,0,-106.478617093317,31.7588764404582
55930,339019,US,TX,48,141,48141,5,,,0,-106.478565614461,31.7655212337248
55931,339020,US,TX,48,141,48141,5,,,0,-106.478330643031,31.7655545457143
55933,339021,US,TX,48,141,48141,5,,,0,-106.478285432619,31.7654688858519
55934,339022,US,TX,48,141,48141,5,,,0,-106.478070451399,31.7657226253541
55935,339023,US,TX,48,141,48141,5,,,0,-106.477774763736,31.7587800726456
55936,339024,US,TX,48,141,48141,5,,,0,-106.47710284187,31.7661137196105
55937,339025,US,TX,48,141,48141,5,,,0,-106.476745501033,31.7505299233287
55938,339026,US,TX,48,141,48141,5,,,0,-106.476604070275,31.7600971026991
55939,339027,US,TX,48,141,48141,5,,,0,-106.476489535076,31.7671006003375
55940,339028,US,TX,48,141,48141,5,,,0,-106.476370086991,31.7505713271447
55941,339029,US,TX,48,141,48141,5,,,0,-106.476219704521,31.7676450209145
55942,339030,US,TX,48,141,48141,5,,,0,-106.47618317992,31.7672255219231
55943,339031,US,TX,48,141,48141,5,,,0,-106.476029284139,31.7506108242994
55944,339032,US,TX,48,141,48141,5,,,0,-106.475797203487,31.7506327285375
55945,339033,US,TX,48,141,48141,5,,,0,-106.475538583008,31.7683350639737
55946,339034,US,TX,48,141,48141,5,,,0,-106.475482070892,31.7672970249725
55947,339035,US,TX,48,141,48141,5,,,0,-106.475437456063,31.7682517841887
55948,339036,US,TX,48,141,48141,5,,,0,-106.475343522827,31.7506755454834
55949,339037,US,TX,48,141,48141,5,,,0,-106.475292077209,31.7694141010357
55950,339038,US,TX,48,141,48141,5,,,0,-106.47524710036,31.7676777379509
55951,339039,US,TX,48,141,48141,5,,,0,-106.474922897475,31.768697933475
55952,339040,US,TX,48,141,48141,5,,,0,-106.474899992232,31.7507041000334
55953,339041,US,TX,48,141,48141,5,,,0,-106.474881256968,31.7678829672466
55954,339042,US,TX,48,141,48141,5,,,0,-106.474759128311,31.7506755462473
55955,339043,US,TX,48,141,48141,5,,,0,-106.474543768899,31.7686433114824
55956,339044,US,TX,48,141,48141,5,,,0,-106.474536235627,31.7690191600873
55957,339045,US,TX,48,141,48141,5,,,0,-106.474407085737,31.7506789371053
55958,339046,US,TX,48,141,48141,5,,,0,-106.474260392648,31.7507307486981
55959,339047,US,TX,48,141,48141,5,,,0,-106.474078190054,31.7694087977348
55960,339048,US,TX,48,141,48141,5,,,0,-106.473960747907,31.7507314346609
55961,339049,US,TX,48,141,48141,5,,,0,-106.473859999153,31.7609199999984
55962,339050,US,TX,48,141,48141,5,,,0,-106.473805189344,31.76970690937
55963,339051,US,TX,48,141,48141,5,,,0,-106.473793000104,31.7707489995622
55964,339052,US,TX,48,141,48141,5,,,0,-106.473783731287,31.7696735125748
55965,339053,US,TX,48,141,48141,5,,,0,-106.47376999964,31.7609399999498
55966,339054,US,TX,48,141,48141,5,,,0,-106.473669157461,31.7696952038057
55967,339055,US,TX,48,141,48141,5,,,0,-106.473386383979,31.7699315265428
55968,339056,US,TX,48,141,48141,5,,,0,-106.473370000505,31.7608499997525
55969,339057,US,TX,48,141,48141,5,,,0,-106.473300000185,31.7608800000826
55970,339058,US,TX,48,141,48141,5,,,0,-106.473284943522,31.7710322374304
55971,339059,US,TX,48,141,48141,5,,,0,-106.47321999892,31.7610800002525
55972,339060,US,TX,48,141,48141,5,,,0,-106.472964272813,31.7701442864466
55973,339061,US,TX,48,141,48141,5,,,0,-106.472931999939,31.7712289996787
55974,339062,US,TX,48,141,48141,5,,,0,-106.472800000592,31.7613600002226
55975,339063,US,TX,48,141,48141,5,,,0,-106.472531180642,31.7704185586145
55976,339064,US,TX,48,141,48141,5,,,0,-106.472048301142,31.7696198557396
55977,339065,US,TX,48,141,48141,5,,,0,-106.472041999461,31.7634089995135
55978,339066,US,TX,48,141,48141,5,,,0,-106.471930299345,31.7671470198788
55979,339067,US,TX,48,141,48141,5,,,0,-106.471883087487,31.7741549624035
55980,339068,US,TX,48,141,48141,5,,,0,-106.471368319591,31.7716960540273
55981,339069,US,TX,48,141,48141,5,,,0,-106.47136423585,31.7710936328871
55983,339070,US,TX,48,141,48141,5,,,0,-106.471157738319,31.7719066363727
55984,339071,US,TX,48,141,48141,5,,,0,-106.470986417018,31.7719744501735
55987,339072,US,TX,48,141,48141,5,,,0,-106.470484334233,31.7555102856263
55988,339073,US,TX,48,141,48141,5,,,0,-106.470462599494,31.7625125997461
55990,339074,US,TX,48,141,48141,5,,,0,-106.470284555202,31.77186398428
55991,339075,US,TX,48,141,48141,5,,,0,-106.470117217929,31.7701704995412
55993,339076,US,TX,48,141,48141,5,,,0,-106.469910864128,31.7721690338688
55995,339077,US,TX,48,141,48141,5,,,0,-106.469768702141,31.7734865095208
55996,339078,US,TX,48,141,48141,5,,,0,-106.469390988412,31.7733307432433
55997,339079,US,TX,48,141,48141,5,,,0,-106.46936222795,31.7725222412933
55998,339080,US,TX,48,141,48141,5,,,0,-106.469269635899,31.7732914810731
55999,339081,US,TX,48,141,48141,5,,,0,-106.469248220961,31.7732486524423
56000,339082,US,TX,48,141,48141,5,,,0,-106.469208959193,31.773573448014
56001,339083,US,TX,48,141,48141,5,,,0,-106.469040661621,31.7696573315944
56002,339084,US,TX,48,141,48141,5,,,0,-106.468767024006,31.769400349417
56003,339085,US,TX,48,141,48141,5,,,0,-106.468727753255,31.7737973890993
56004,339086,US,TX,48,141,48141,5,,,0,-106.468190001064,31.7687599995079
56005,339087,US,TX,48,141,48141,5,,,0,-106.467812000773,31.7680469001557
56006,339088,US,TX,48,141,48141,5,,,0,-106.467716099328,31.7646648000155
56007,339089,US,TX,48,141,48141,5,,,0,-106.467581070863,31.7617771527183
56008,339090,US,TX,48,141,48141,5,,,0,-106.467572900685,31.7666426999748
56009,339091,US,TX,48,141,48141,5,,,0,-106.46751359391,31.7738411384834
56012,339094,US,TX,48,141,48141,5,,,0,-106.466582035571,31.7749725714573
56013,339095,US,TX,48,141,48141,5,,,0,-106.466549911816,31.7749368786541
56014,339096,US,TX,48,141,48141,5,,,0,-106.466239391172,31.7750225396784
56015,339097,US,TX,48,141,48141,5,,,0,-106.465566662618,31.7751431029549
56016,339098,US,TX,48,141,48141,5,,,0,-106.465370411272,31.7752535550048
56017,339099,US,TX,48,141,48141,5,,,0,-106.465186480319,31.7749368786541
56018,339100,US,TX,48,141,48141,5,,,0,-106.464968759237,31.7751046304326
56019,339101,US,TX,48,141,48141,5,,,0,-106.464875961471,31.7750653705427
56020,339102,US,TX,48,141,48141,5,,,0,-106.46456901163,31.7751224768035
56021,339103,US,TX,48,141,48141,5,,,0,-106.464139440855,31.7751261516175
56022,339104,US,TX,48,141,48141,5,,,0,-106.463983409778,31.7753003087637
56023,339105,US,TX,48,141,48141,5,,,0,-106.463856548795,31.775052730915
56026,339107,US,TX,48,141,48141,5,,,0,-106.462962958649,31.7752433660394
56027,339108,US,TX,48,141,48141,5,,,0,-106.462539441621,31.7753497078699
56028,339109,US,TX,48,141,48141,5,,,0,-106.46215807085,31.7762111600126
56032,339111,US,TX,48,141,48141,5,,,0,-106.460705546239,31.77573986488
56062,339126,US,TX,48,141,48141,5,,,0,-106.440625784069,31.8147233282835
56066,339130,US,TX,48,141,48141,5,,,0,-106.439844091669,31.8173562304536
56068,339131,US,TX,48,141,48141,5,,,0,-106.438609500143,31.815591599631
56073,339135,US,TX,48,141,48141,5,,,0,-106.434252187721,31.8268608478349
56076,339137,US,TX,48,141,48141,5,,,0,-106.43339080128,31.8153877006336
56077,339138,US,TX,48,141,48141,5,,,0,-106.430795542373,31.8323240526761
56078,339139,US,TX,48,141,48141,5,,,0,-106.430732958544,31.81440428105
56079,339140,US,TX,48,141,48141,5,,,0,-106.429314483676,31.8282209218715
56080,339141,US,TX,48,141,48141,5,,,0,-106.427607220207,31.8373631737412
56081,339142,US,TX,48,141,48141,5,,,0,-106.427311355577,31.812944531778
56084,339144,US,TX,48,141,48141,5,,,0,-106.423746005096,31.8280269728822
56087,339147,US,TX,48,141,48141,5,,,0,-106.421914270163,31.8265227948135
56088,339148,US,TX,48,141,48141,5,,,0,-106.421684692218,31.8171359733755
56089,339149,US,TX,48,141,48141,5,,,0,-106.42166152826,31.8166271171216
56090,339150,US,TX,48,141,48141,5,,,0,-106.421546680447,31.8121952245217
56091,339151,US,TX,48,141,48141,5,,,0,-106.420413634481,31.848732185477
56092,339152,US,TX,48,141,48141,5,,,0,-106.420000644809,31.8280657622548
56094,339153,US,TX,48,141,48141,5,,,0,-106.417924943615,31.8302779400124
56105,339155,US,TX,48,141,48141,5,,,0,-106.414713342507,31.82680398267
56110,339157,US,TX,48,141,48141,5,,,0,-106.410364082583,31.8476759176066
56111,339158,US,TX,48,141,48141,5,,,0,-106.410360056334,31.8396007267985
56112,339159,US,TX,48,141,48141,5,,,0,-106.410093070743,31.8476113917559
56113,339160,US,TX,48,141,48141,5,,,0,-106.409938207477,31.8505150881796
56114,339161,US,TX,48,141,48141,5,,,0,-106.409746847456,31.841133809017
56115,339162,US,TX,48,141,48141,5,,,0,-106.409648027385,31.852570309884
56116,339163,US,TX,48,141,48141,5,,,0,-106.408867066213,31.8488115865562
56122,339167,US,TX,48,141,48141,5,,,0,-106.402830232994,31.765863255392
56123,339168,US,TX,48,141,48141,5,,,0,-106.40113754469,31.7638828374258
56124,339169,US,TX,48,141,48141,5,,,0,-106.400266813974,31.8805007600752
56131,339174,US,TX,48,141,48141,5,,,0,-106.398280300216,31.7835064003215
56134,339176,US,TX,48,141,48141,5,,,0,-106.396270681789,31.7668497882313
56136,339177,US,TX,48,141,48141,5,,,0,-106.396225471377,31.8868733621524
56137,339178,US,TX,48,141,48141,5,,,0,-106.396217395523,31.774708746958
56139,339179,US,TX,48,141,48141,5,,,0,-106.396055772433,31.7730019992823
56140,339180,US,TX,48,141,48141,5,,,0,-106.396024380806,31.8920643516795
56141,339181,US,TX,48,141,48141,5,,,0,-106.395893592388,31.7664249546676
56142,339182,US,TX,48,141,48141,5,,,0,-106.395890039552,31.7665473285389
56143,339183,US,TX,48,141,48141,5,,,0,-106.395443599313,31.8903038613949
56144,339184,US,TX,48,141,48141,5,,,0,-106.395061991387,31.7741162267624
56146,339185,US,TX,48,141,48141,5,,,0,-106.394255282703,31.7605343426525
56147,339186,US,TX,48,141,48141,5,,,0,-106.394253296527,31.7658013562056
56148,339187,US,TX,48,141,48141,5,,,0,-106.394088612878,31.7578910462565
56149,339188,US,TX,48,141,48141,5,,,0,-106.394006258926,31.7619156891043
56150,339189,US,TX,48,141,48141,5,,,0,-106.393986147443,31.7578039471381
56151,339190,US,TX,48,141,48141,5,,,0,-106.393916316905,31.7714539789719
56152,339191,US,TX,48,141,48141,5,,,0,-106.393902942787,31.7654703324072
56153,339192,US,TX,48,141,48141,5,,,0,-106.393883549058,31.7645329132599
56154,339193,US,TX,48,141,48141,5,,,0,-106.393746631436,31.8916922895572
56155,339194,US,TX,48,141,48141,5,,,0,-106.393612020687,31.7643680583698
56157,339195,US,TX,48,141,48141,5,,,0,-106.393220707363,31.7670362343225
56158,339196,US,TX,48,141,48141,5,,,0,-106.392814810788,31.772310519381
56160,339197,US,TX,48,141,48141,5,,,0,-106.392723705449,31.7680764880269
56161,339198,US,TX,48,141,48141,5,,,0,-106.392602711363,31.7566279875886
56164,339199,US,TX,48,141,48141,5,,,0,-106.391949842764,31.8946324900393
56165,339200,US,TX,48,141,48141,5,,,0,-106.391861922851,31.8937540362461
56168,339201,US,TX,48,141,48141,5,,,0,-106.391449494626,31.7635922637886
56169,339202,US,TX,48,141,48141,5,,,0,-106.391406167981,31.8334929714469
56170,339203,US,TX,48,141,48141,5,,,0,-106.391329999828,31.7565499997782
56172,339204,US,TX,48,141,48141,5,,,0,-106.391069274597,31.7713580168029
56174,339205,US,TX,48,141,48141,5,,,0,-106.390650000311,31.7553600001937
56175,339206,US,TX,48,141,48141,5,,,0,-106.39061874882,31.7722585297065
56177,339207,US,TX,48,141,48141,5,,,0,-106.390554337818,31.8958159045571
56181,339208,US,TX,48,141,48141,5,,,0,-106.389820326196,31.7636181243493
56187,339211,US,TX,48,141,48141,5,,,0,-106.388700000374,31.7550099995613
56188,339212,US,TX,48,141,48141,5,,,0,-106.388436828132,31.765227896607
56189,339213,US,TX,48,141,48141,5,,,0,-106.388174900056,31.7783044009114
56190,339214,US,TX,48,141,48141,5,,,0,-106.388139439959,31.7620988600998
56192,339215,US,TX,48,141,48141,5,,,0,-106.387185860318,31.7708933473476
56194,339217,US,TX,48,141,48141,5,,,0,-106.387059792548,31.7665629089937
56195,339218,US,TX,48,141,48141,5,,,0,-106.386322789536,31.7622216941433
56199,339221,US,TX,48,141,48141,5,,,0,-106.383879999886,31.7515299995913
56200,339222,US,TX,48,141,48141,5,,,0,-106.383720780688,31.7674962864847
56201,339223,US,TX,48,141,48141,5,,,0,-106.383542859465,31.7621311849845
56202,339224,US,TX,48,141,48141,5,,,0,-106.383110000855,31.7503400004063
56205,339226,US,TX,48,141,48141,5,,,0,-106.382608809199,31.7671902782665
56206,339227,US,TX,48,141,48141,5,,,0,-106.382561399711,31.7672376883363
56208,339228,US,TX,48,141,48141,5,,,0,-106.382184391159,31.7618930313875
56210,339229,US,TX,48,141,48141,5,,,0,-106.381867494273,31.7669877098466
56212,339230,US,TX,48,141,48141,5,,,0,-106.381315819094,31.7646258480746
56215,339232,US,TX,48,141,48141,5,,,0,-106.380608985103,31.7666386024717
56216,339233,US,TX,48,141,48141,5,,,0,-106.38055999997,31.7471400000378
56217,339234,US,TX,48,141,48141,5,,,0,-106.380471064961,31.7666730818279
