Origin State,Origin County,Destination CTFIPS,Destination State,Destination County,Year,Movements,25th Percentile (minutes),50th Percentile (minutes),75th Percentile (minutes)
TX,Houston,48467,TX,Van Zandt,"2,023",1K-10K,139.98,715.58,"1,479.33"
TX,Houston,48469,TX,Victoria,"2,023",<1K,426.12,"1,200.05","2,721.78"
TX,Houston,48471,TX,Walker,"2,023",10K-100K,18.02,29.35,150
TX,Houston,48473,TX,Waller,"2,023",1K-10K,288.48,942.9,"1,493.25"
TX,Houston,48475,TX,Ward,"2,023",<1K,960,"1,451.73","2,709.12"
TX,Houston,48477,TX,Washington,"2,023",1K-10K,212.72,885,"1,877.68"
TX,Houston,48479,TX,Webb,"2,023",<1K,432.63,"1,046.30","1,594.62"
TX,Houston,48481,TX,Wharton,"2,023",1K-10K,267.68,"1,034.98","2,347.95"
TX,Houston,48483,TX,Wheeler,"2,023",<1K,"1,319.50","2,256.28","4,682.73"
TX,Houston,48485,TX,Wichita,"2,023",<1K,530.5,"1,185","1,996.13"
TX,Houston,48487,TX,Wilbarger,"2,023",<1K,495,"1,155","1,732.22"
TX,Houston,48489,TX,Willacy,"2,023",<1K,"1,190.53","1,603.32","4,181.90"
TX,Houston,48491,TX,Williamson,"2,023",1K-10K,195,770.62,"1,633.68"
TX,Houston,48493,TX,Wilson,"2,023",<1K,361.52,"1,094.87","2,403.07"
TX,Houston,48497,TX,Wise,"2,023",<1K,267.33,895.53,"1,643.85"
TX,Houston,48499,TX,Wood,"2,023",1K-10K,105,130,911.97
